Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1546729200.0 1.0 88 96 217 NA NA NA NA NA NA 194 582 318 NA NA NA NA NA NA 1560 460 1209 NA NA NA NA NA NA 1432 523 1856 NA NA NA NA NA NA
1546729200.0 10.0 NA 127 307 0 NA NA NA NA NA NA 543 441 0 NA NA NA NA NA NA 2310 3557 592 NA NA NA NA NA NA 1470 2731 687 NA NA NA NA NA
1546729200.0 1000.0 NA 318 161 0 60 NA NA NA NA NA 462 289 0 100 NA NA NA NA NA 2530 1142 670 339 NA NA NA NA NA 2858 1044 1561 389 NA NA NA NA
1546729200.0 10001.0 NA 166 353 0 74 NA NA NA NA NA 608 522 0 132 NA NA NA NA NA 663 1778 1156 348 NA NA NA NA NA 594 2952 1888 375 NA NA NA NA
1546729200.0 10002.0 NA 170 351 0 73 NA NA NA NA NA 609 521 0 134 NA NA NA NA NA 641 1799 1127 356 NA NA NA NA NA 490 2015 1456 478 NA NA NA NA
1546729200.0 10003.0 NA 160 349 0 79 NA NA NA NA NA 607 542 0 128 NA NA NA NA NA 709 1796 1177 229 NA NA NA NA NA 596 2811 1269 312 NA NA NA NA
1546729200.0 10004.0 NA 164 354 0 76 NA NA NA NA NA 563 542 0 134 NA NA NA NA NA 603 1853 1193 277 NA NA NA NA NA 705 2485 1388 290 NA NA NA NA
1546729200.0 10005.0 NA 164 379 0 86 NA NA NA NA NA 564 543 0 133 NA NA NA NA NA 669 1594 1012 194 NA NA NA NA NA 440 1603 1068 267 NA NA NA NA
1546729200.0 10006.0 NA 164 350 0 86 NA NA NA NA NA 563 555 0 127 NA NA NA NA NA 666 1826 1187 287 NA NA NA NA NA 705 2859 1267 337 NA NA NA NA
1546729200.0 10007.0 NA 162 365 0 80 NA NA NA NA NA 608 552 0 132 NA NA NA NA NA 700 1759 1128 251 NA NA NA NA NA 545 1826 1257 419 NA NA NA NA
