Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1547416800.0 10.0 NA 124 305 0 NA NA 587 456 0 NA NA 2387 3753 737 NA NA 1558 3316 1041 NA
1547416800.0 10001.0 NA 167 361 0 78 NA 609 519 0 123 NA 708 2235 1340 302 NA 874 3142 1481 574
1547416800.0 10002.0 NA 159 351 0 75 NA 563 519 0 133 NA 789 2218 1298 498 NA 1121 2947 1432 769
1547416800.0 10007.0 NA 176 361 0 80 NA 607 510 0 133 NA 684 2334 1373 305 NA 566 3309 1873 481
1547416800.0 10008.0 NA 180 360 0 86 NA 608 533 0 123 NA 729 2268 1365 310 NA 713 2391 1644 659
1547416800.0 10009.0 NA 166 356 0 75 NA 563 533 0 135 NA 839 2407 1368 360 NA 618 2787 1596 764
1547416800.0 1002.0 NA 299 84 NA NA NA 431 142 NA NA NA 5147 532 NA NA NA 4903 521 NA NA
1547416800.0 10024.0 NA 186 374 0 78 NA 607 546 0 134 NA 809 2550 1429 305 NA 547 2748 2061 642
1547416800.0 10024.1 NA 172 185 0 NA NA 563 334 0 NA NA 950 975 371 NA NA 2555 2107 461 NA
1547416800.0 10024.2 NA 167 373 0 NA NA 515 554 0 NA NA 913 2642 1378 NA NA 1321 3173 1697 NA
1547416800.0 10024.3 NA 186 186 0 NA NA 564 324 0 NA NA 982 850 360 NA NA 781 961 497 NA
1547416800.0 10024.4 NA 167 362 0 NA NA 608 555 0 NA NA 870 2538 1324 NA NA 856 3603 1461 NA
1547416800.0 10024.5 NA 165 157 0 NA NA 561 231 0 NA NA 1088 529 162 NA NA 2006 783 272 NA
1547416800.0 10026.0 NA 183 394 0 82 NA 608 577 0 134 NA 831 2813 1291 455 NA 952 3019 1380 476
1547416800.0 10059.0 NA 183 380 0 81 NA 609 575 0 134 NA 924 2969 1366 445 NA 928 2614 1514 476
1547416800.0 10071.0 NA 170 375 0 82 NA 608 554 0 133 NA 822 2481 1383 331 NA 659 2885 1538 682
1547416800.0 101.0 89 NA NA NA NA 161 NA NA NA NA 900 NA NA NA NA 1511 NA NA NA NA
1547416800.0 1010.0 NA 35 39 0 NA NA 89 98 0 NA NA 119 196 130 NA NA 423 386 242 NA
1547416800.0 102.0 96 NA NA NA NA 161 NA NA NA NA 764 NA NA NA NA 1011 NA NA NA NA
1547416800.0 1020.0 NA 68 30 0 80 NA 141 72 0 148 NA 258 103 78 261 NA 442 189 369 389
1547416800.0 103.0 80 101 278 NA NA 162 583 405 NA NA 1506 523 2289 NA NA 1573 574 3108 NA NA
1547416800.0 1040.0 NA 360 32 0 NA NA 564 76 0 NA NA 11665 143 143 NA NA 4270 334 368 NA
1547416800.0 1040.1 NA 85 36 0 NA NA 144 76 0 NA NA 519 130 137 NA NA 911 271 237 NA
1547416800.0 10424.0 NA 160 363 0 NA NA 562 563 0 NA NA 825 2514 1287 NA NA 1545 3749 1389 NA
1547416800.0 105.0 75 107 38 NA NA 192 582 76 NA NA 2244 577 122 NA NA 2045 590 274 NA NA
1547416800.0 106.0 50 0 0 NA NA 107 0 0 NA NA 1022 494 2157 NA NA 1406 419 4453 NA NA
1547416800.0 107.0 111 98 290 NA NA 215 583 423 NA NA 2691 656 2081 NA NA 1292 804 2793 NA NA
1547416800.0 10824.1 NA 275 223 0 NA NA 679 336 0 NA NA 2249 864 356 NA NA 1951 1008 452 NA
1547416800.0 10824.5 NA 285 158 0 NA NA 622 254 0 NA NA 2702 747 182 NA NA 3082 1137 403 NA
1547416800.0 110.0 68 100 273 NA NA 131 536 418 NA NA 1098 730 2401 NA NA 1462 1163 2693 NA NA
1547416800.0 111.0 98 99 242 NA NA 187 582 420 NA NA 1670 549 2132 NA NA 1207 976 3355 NA NA
1547416800.0 11224.0 NA 269 402 0 NA NA 596 602 0 NA NA 2559 3869 2724 NA NA 3563 6226 4484 NA
1547416800.0 11224.6 NA 266 399 0 NA NA 637 619 0 NA NA 2512 3682 2780 NA NA 3514 5320 3711 NA
1547416800.0 113.0 90 96 293 NA NA 216 579 425 NA NA 2324 600 2087 NA NA 1515 835 2835 NA NA
