Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1547028000.0 1.0 99 83 167 NA NA NA NA NA 186 360 282 NA NA NA NA NA 1600 636 954 NA NA NA NA NA 1029 548 1291 NA NA NA NA NA
1547028000.0 10.0 NA 124 441 0 NA NA NA NA NA 375 549 0 NA NA NA NA NA 3261 3754 569 NA NA NA NA NA 2399 2384 677 NA NA NA NA
1547028000.0 1000.0 NA 387 159 0 45 NA NA NA NA 491 260 0 90 NA NA NA NA 6496 2704 1403 889 NA NA NA NA 6036 3558 1806 1430 NA NA NA
1547028000.0 10001.0 NA 194 631 90 0 NA NA NA NA 473 801 135 0 NA NA NA NA 1558 2306 401 1793 NA NA NA NA 2308 2618 545 1959 NA NA NA
1547028000.0 10002.0 NA 218 633 90 0 NA NA NA NA 466 802 135 0 NA NA NA NA 1426 2267 416 1766 NA NA NA NA 2187 2366 562 1855 NA NA NA
1547028000.0 10003.0 NA 216 638 93 0 NA NA NA NA 469 796 135 0 NA NA NA NA 1852 2313 422 1833 NA NA NA NA 3469 2443 592 2636 NA NA NA
1547028000.0 10004.0 NA 218 631 82 0 NA NA NA NA 468 799 130 0 NA NA NA NA 4155 5248 1482 3969 NA NA NA NA 7968 7018 3874 4723 NA NA NA
1547028000.0 10005.0 NA 190 632 84 0 NA NA NA NA 474 794 134 0 NA NA NA NA 1572 2310 487 1805 NA NA NA NA 3202 3546 569 1900 NA NA NA
1547028000.0 10006.0 NA 200 432 84 0 NA NA NA NA 467 795 134 0 NA NA NA NA 1548 3007 482 2035 NA NA NA NA 2301 3934 687 2120 NA NA NA
1547028000.0 10007.0 NA 217 633 95 0 NA NA NA NA 473 799 144 0 NA NA NA NA 4372 6316 1735 3431 NA NA NA NA 8000 9730 3702 3870 NA NA NA
