Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1547244000.0 1.0 103 86 147 NA NA NA NA NA 186 360 280 NA NA NA NA NA 1453 469 970 NA NA NA NA NA 1385 596 1733 NA NA NA NA NA
1547244000.0 10.0 NA 124 452 0 NA NA NA NA NA 368 556 0 NA NA NA NA NA 2317 3083 497 NA NA NA NA NA 1455 1995 558 NA NA NA NA
1547244000.0 1000.0 NA 392 158 0 49 NA NA NA NA 506 263 0 90 NA NA NA NA 2774 1320 617 268 NA NA NA NA 2835 1294 716 345 NA NA NA
1547244000.0 10001.0 NA 215 604 84 0 NA NA NA NA 479 775 135 0 NA NA NA NA 1535 2377 412 1923 NA NA NA NA 2500 3874 650 2013 NA NA NA
1547244000.0 10002.0 NA 195 635 89 0 NA NA NA NA 479 791 134 0 NA NA NA NA 1670 2217 407 1920 NA NA NA NA 3136 2183 517 3008 NA NA NA
1547244000.0 10003.0 NA 198 638 72 0 NA NA NA NA 485 797 135 0 NA NA NA NA 1566 2391 449 1898 NA NA NA NA 2821 3040 898 1985 NA NA NA
1547244000.0 10004.0 NA 217 640 89 0 NA NA NA NA 487 790 135 0 NA NA NA NA 1529 2199 405 1756 NA NA NA NA 2922 2315 564 1857 NA NA NA
1547244000.0 10005.0 NA 194 615 83 0 NA NA NA NA 495 793 135 0 NA NA NA NA 1538 2463 414 1877 NA NA NA NA 2291 3605 947 1974 NA NA NA
1547244000.0 10006.0 NA 216 631 82 0 NA NA NA NA 485 789 134 0 NA NA NA NA 1372 2292 485 1794 NA NA NA NA 1896 3457 1330 1987 NA NA NA
1547244000.0 10007.0 NA 197 643 99 0 NA NA NA NA 494 795 145 0 NA NA NA NA 1619 2314 445 1657 NA NA NA NA 1946 2331 618 1725 NA NA NA
1547244000.0 10008.0 NA 218 626 99 0 NA NA NA NA 479 794 145 0 NA NA NA NA 1436 2382 483 1860 NA NA NA NA 2216 3813 782 2155 NA NA NA
1547244000.0 10009.0 NA 220 629 102 0 NA NA NA NA 487 792 145 0 NA NA NA NA 1545 2332 392 1724 NA NA NA NA 2970 2533 549 1821 NA NA NA
1547244000.0 1001.0 NA 362 186 0 0 0 0 0 NA 461 231 0 0 0 0 0 NA 3573 858 104 128 340 163 336 NA 2915 1389 163 204 390 218 380
1547244000.0 1002.0 NA 389 68 NA NA NA NA NA NA 484 123 NA NA NA NA NA NA 2678 405 NA NA NA NA NA NA 2029 386 NA NA NA NA NA
1547244000.0 10023.0 NA 208 210 84 0 NA NA NA NA 485 793 135 0 NA NA NA NA 2205 4848 700 2396 NA NA NA NA 2958 9778 1333 2703 NA NA NA
1547244000.0 10024.0 NA 252 654 105 0 NA NA NA NA 487 817 147 0 NA NA NA NA 1570 2357 400 1885 NA NA NA NA 2284 2394 534 2189 NA NA NA
1547244000.0 10024.1 NA 245 278 0 NA NA NA NA NA 488 392 0 NA NA NA NA NA 1838 790 308 NA NA NA NA NA 1678 830 362 NA NA NA NA
1547244000.0 10024.2 NA 242 651 0 NA NA NA NA NA 487 814 0 NA NA NA NA NA 2451 3774 3036 NA NA NA NA NA 2832 3527 3548 NA NA NA NA
1547244000.0 10024.3 NA 240 254 0 NA NA NA NA NA 479 334 0 NA NA NA NA NA 1668 773 274 NA NA NA NA NA 2066 834 345 NA NA NA NA
1547244000.0 10024.4 NA 216 653 0 NA NA NA NA NA 487 806 0 NA NA NA NA NA 1833 2321 1758 NA NA NA NA NA 3046 2137 2069 NA NA NA NA
1547244000.0 10024.5 NA 170 277 0 NA NA NA NA NA 488 361 0 NA NA NA NA NA 1835 850 304 NA NA NA NA NA 3035 982 374 NA NA NA NA
1547244000.0 10024.6 NA 239 503 0 NA NA NA NA NA 487 790 0 NA NA NA NA NA 1584 2816 1763 NA NA NA NA NA 1884 3815 1842 NA NA NA NA
1547244000.0 10025.0 NA 228 643 85 0 NA NA NA NA 485 805 135 0 NA NA NA NA 1533 2495 421 1909 NA NA NA NA 2240 4130 805 1987 NA NA NA
1547244000.0 10026.0 NA 223 660 104 0 NA NA NA NA 479 821 146 0 NA NA NA NA 1708 2644 411 1854 NA NA NA NA 2300 2376 551 1931 NA NA NA
1547244000.0 1003.0 NA 317 0 NA NA NA NA NA NA 429 0 NA NA NA NA NA NA 2828 418 NA NA NA NA NA NA 1700 507 NA NA NA NA NA
