Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1547071200.0 1.0 102 83 174 NA NA NA NA NA 186 360 278 NA NA NA NA NA 1666 646 1088 NA NA NA NA NA 1213 811 1717 NA NA NA NA NA
1547071200.0 10.0 NA 117 447 0 NA NA NA NA NA 375 538 0 NA NA NA NA NA 3058 3768 581 NA NA NA NA NA 2448 2431 627 NA NA NA NA
1547071200.0 1000.0 NA 392 140 0 52 NA NA NA NA 494 261 0 90 NA NA NA NA 3304 1625 707 310 NA NA NA NA 2486 1697 1525 421 NA NA NA
1547071200.0 10001.0 NA 190 340 84 0 NA NA NA NA 477 771 136 0 NA NA NA NA 1500 2588 368 1616 NA NA NA NA 2951 4811 574 1687 NA NA NA
1547071200.0 10002.0 NA 200 635 84 0 NA NA NA NA 467 793 135 0 NA NA NA NA 2030 2636 482 2044 NA NA NA NA 3539 2763 650 2138 NA NA NA
1547071200.0 10003.0 NA 199 634 84 0 NA NA NA NA 467 794 135 0 NA NA NA NA 2093 2940 610 2017 NA NA NA NA 3662 4487 1366 2192 NA NA NA
1547071200.0 10004.0 NA 198 635 93 0 NA NA NA NA 474 796 134 0 NA NA NA NA 1457 2392 384 1738 NA NA NA NA 2318 2564 459 1816 NA NA NA
1547071200.0 10005.0 NA 211 535 84 0 NA NA NA NA 475 799 136 0 NA NA NA NA 1568 2315 370 1625 NA NA NA NA 2276 4012 637 1742 NA NA NA
1547071200.0 10006.0 NA 212 628 93 0 NA NA NA NA 477 796 135 0 NA NA NA NA 1429 2667 443 1947 NA NA NA NA 1666 4886 847 2090 NA NA NA
1547071200.0 10007.0 NA 198 637 103 0 NA NA NA NA 478 765 145 0 NA NA NA NA 1502 2363 431 1787 NA NA NA NA 2350 2357 564 1855 NA NA NA
1547071200.0 10008.0 NA 208 571 99 0 NA NA NA NA 468 785 145 0 NA NA NA NA 1882 2875 454 2037 NA NA NA NA 3141 3255 596 2139 NA NA NA
1547071200.0 10009.0 NA 204 640 102 0 NA NA NA NA 481 787 145 0 NA NA NA NA 1818 2420 417 1735 NA NA NA NA 3182 2531 507 1806 NA NA NA
1547071200.0 1001.0 NA 364 187 0 0 0 0 0 NA 459 232 0 0 0 0 0 NA 2423 544 70 83 270 161 356 NA 1629 622 121 112 314 264 429
1547071200.0 1002.0 NA 393 76 NA NA NA NA NA NA 494 123 NA NA NA NA NA NA 3056 454 NA NA NA NA NA NA 2235 364 NA NA NA NA NA
1547071200.0 10023.0 NA 210 632 93 0 NA NA NA NA 469 794 134 0 NA NA NA NA 1452 2310 391 1963 NA NA NA NA 2055 2279 544 2058 NA NA NA
1547071200.0 10024.0 NA 238 660 105 0 NA NA NA NA 468 812 146 0 NA NA NA NA 1636 2529 421 1800 NA NA NA NA 1952 2320 709 1888 NA NA NA
1547071200.0 10024.1 NA 237 278 0 NA NA NA NA NA 467 367 0 NA NA NA NA NA 1677 926 318 NA NA NA NA NA 1536 959 377 NA NA NA NA
1547071200.0 10024.2 NA 241 653 0 NA NA NA NA NA 467 810 0 NA NA NA NA NA 1711 2957 2095 NA NA NA NA NA 1800 2633 2152 NA NA NA NA
1547071200.0 10024.3 NA 239 248 0 NA NA NA NA NA 476 334 0 NA NA NA NA NA 1708 852 286 NA NA NA NA NA 1693 987 338 NA NA NA NA
1547071200.0 10024.4 NA 220 661 0 NA NA NA NA NA 467 818 0 NA NA NA NA NA 1852 2691 1895 NA NA NA NA NA 2529 2457 1966 NA NA NA NA
1547071200.0 10024.5 NA 227 270 0 NA NA NA NA NA 460 378 0 NA NA NA NA NA 1806 876 323 NA NA NA NA NA 1729 1090 414 NA NA NA NA
1547071200.0 10024.6 NA 231 648 0 NA NA NA NA NA 467 805 0 NA NA NA NA NA 1661 2575 2190 NA NA NA NA NA 2046 2396 2282 NA NA NA NA
1547071200.0 10025.0 NA 207 636 84 0 NA NA NA NA 484 808 135 0 NA NA NA NA 1688 2368 373 1665 NA NA NA NA 2938 3681 504 1961 NA NA NA
1547071200.0 10026.0 NA 227 616 103 0 NA NA NA NA 460 818 146 0 NA NA NA NA 2142 3531 464 2196 NA NA NA NA 3375 3167 604 2580 NA NA NA
1547071200.0 1003.0 NA 320 0 NA NA NA NA NA NA 403 0 NA NA NA NA NA NA 3031 467 NA NA NA NA NA NA 1870 569 NA NA NA NA NA
1547071200.0 1004.0 NA 311 169 0 0 0 0 NA NA 390 213 0 0 0 0 NA NA 993 368 72 98 251 247 NA NA 1075 550 222 131 287 301 NA
1547071200.0 10042.0 NA 203 621 104 0 NA NA NA NA 477 807 146 0 NA NA NA NA 1613 2546 440 1797 NA NA NA NA 1867 2497 568 1866 NA NA NA
1547071200.0 10059.0 NA 240 661 103 0 NA NA NA NA 473 822 145 0 NA NA NA NA 1880 3269 420 1803 NA NA NA NA 2026 2744 545 1882 NA NA NA
1547071200.0 10071.0 NA 233 648 79 0 NA NA NA NA 474 810 135 0 NA NA NA NA 2115 3280 616 2175 NA NA NA NA 3523 5993 2122 2449 NA NA NA
1547071200.0 101.0 82 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 984 NA NA NA NA NA NA NA 1387 NA NA NA NA NA NA NA
1547071200.0 1010.0 NA 29 77 0 NA NA NA NA NA 73 121 0 NA NA NA NA NA 118 206 172 NA NA NA NA NA 873 429 400 NA NA NA NA
1547071200.0 102.0 83 NA NA NA NA NA NA NA 151 NA NA NA NA NA NA NA 802 NA NA NA NA NA NA NA 1164 NA NA NA NA NA NA NA
1547071200.0 1020.0 NA 40 NA NA NA NA NA NA NA 106 NA NA NA NA NA NA NA 228 NA NA NA NA NA NA NA 382 NA NA NA NA NA NA
1547071200.0 10224.0 NA 395 896 0 NA NA NA NA NA 570 1116 0 NA NA NA NA NA 4131 4565 1667 NA NA NA NA NA 4018 3194 1733 NA NA NA NA
1547071200.0 10225.0 NA 394 903 0 NA NA NA NA NA 579 1114 0 NA NA NA NA NA 4445 4631 1760 NA NA NA NA NA 5148 3246 1845 NA NA NA NA
1547071200.0 103.0 44 0 0 NA NA NA NA NA 92 0 0 NA NA NA NA NA 626 204 1307 NA NA NA NA NA 738 466 1645 NA NA NA NA NA
1547071200.0 1030.0 NA 179 44 0 NA NA NA NA NA 325 85 0 NA NA NA NA NA 8068 235 61 NA NA NA NA NA 3628 330 138 NA NA NA NA
