Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1547244000.0 1.0 70 105 197 NA NA NA NA NA NA 189 546 319 NA NA NA NA NA NA 1337 467 1073 NA NA NA NA NA NA 2251 380 1818 NA NA NA NA NA NA
1547244000.0 10.0 NA 128 300 0 NA NA NA NA NA NA 596 480 0 NA NA NA NA NA NA 3413 4649 1166 NA NA NA NA NA NA 3394 3332 1290 NA NA NA NA NA
1547244000.0 1000.0 NA 284 192 0 51 NA NA NA NA NA 450 288 0 96 NA NA NA NA NA 3919 1756 1358 555 NA NA NA NA NA 2559 1481 1525 1562 NA NA NA NA
1547244000.0 10001.0 NA 164 354 0 70 NA NA NA NA NA 526 576 0 124 NA NA NA NA NA 989 2578 1738 598 NA NA NA NA NA 1323 3697 1953 822 NA NA NA NA
1547244000.0 10002.0 NA 166 352 0 71 NA NA NA NA NA 616 524 0 123 NA NA NA NA NA 725 1876 1481 587 NA NA NA NA NA 975 3183 2256 912 NA NA NA NA
1547244000.0 10003.0 NA 166 364 0 73 NA NA NA NA NA 570 575 0 126 NA NA NA NA NA 947 2379 1996 518 NA NA NA NA NA 1037 2560 2389 1092 NA NA NA NA
1547244000.0 10004.0 NA 158 358 0 79 NA NA NA NA NA 569 544 0 131 NA NA NA NA NA 1018 1963 1997 476 NA NA NA NA NA 1932 1984 2301 566 NA NA NA NA
1547244000.0 10005.0 NA 167 372 0 68 NA NA NA NA NA 604 556 0 123 NA NA NA NA NA 663 1624 1288 333 NA NA NA NA NA 955 2133 1437 701 NA NA NA NA
1547244000.0 10006.0 NA 165 347 0 70 NA NA NA NA NA 603 553 0 130 NA NA NA NA NA 838 1934 1470 315 NA NA NA NA NA 1059 2798 1549 1171 NA NA NA NA
1547244000.0 10007.0 NA 159 364 0 66 NA NA NA NA NA 603 549 0 126 NA NA NA NA NA 1089 2386 1575 391 NA NA NA NA NA 1331 3059 2316 590 NA NA NA NA
1547244000.0 10008.0 NA 167 365 0 74 NA NA NA NA NA 604 544 0 125 NA NA NA NA NA 830 2071 1467 339 NA NA NA NA NA 573 2201 1561 484 NA NA NA NA
1547244000.0 10009.0 NA 157 352 0 77 NA NA NA NA NA 604 553 0 122 NA NA NA NA NA 990 2445 1623 363 NA NA NA NA NA 2401 2578 1716 553 NA NA NA NA
1547244000.0 1001.0 NA 256 121 0 0 0 0 0 0 NA 421 184 0 0 0 0 0 0 NA 2859 789 135 89 199 851 160 806 NA 4400 841 394 444 352 1035 695 927
1547244000.0 1001.2 NA 366 132 0 NA NA NA NA NA NA 594 205 0 NA NA NA NA NA NA 14828 1974 120 NA NA NA NA NA NA 5176 1216 204 NA NA NA NA NA
1547244000.0 1002.0 NA 305 84 NA NA NA NA NA NA NA 451 130 NA NA NA NA NA NA NA 3032 497 NA NA NA NA NA NA NA 2381 351 NA NA NA NA NA NA
1547244000.0 10023.0 NA 158 347 0 67 NA NA NA NA NA 570 568 0 126 NA NA NA NA NA 955 2554 2115 442 NA NA NA NA NA 1070 2738 2454 711 NA NA NA NA
1547244000.0 10024.0 NA 179 389 0 81 NA NA NA NA NA 569 560 0 127 NA NA NA NA NA 790 2044 1345 391 NA NA NA NA NA 866 1888 1531 403 NA NA NA NA
