Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1546124400.0 1.0 53 74 126 NA NA NA NA NA 98 146 183 NA NA NA NA NA 1999 387 665 NA NA NA NA NA 2042 454 718 NA NA NA NA NA
1546124400.0 10.0 NA 83 197 0 NA NA NA NA NA 151 257 0 NA NA NA NA NA 2236 2234 564 NA NA NA NA NA 2301 2287 592 NA NA NA NA
1546124400.0 1000.0 NA 224 126 0 44 NA NA NA NA 288 185 0 79 NA NA NA NA 2650 588 552 149 NA NA NA NA 2734 708 582 196 NA NA NA
1546124400.0 1001.0 NA 194 170 0 0 0 0 0 NA 254 218 0 0 0 0 0 NA 2033 449 6 61 662 36 651 NA 2112 516 18 264 677 54 668
1546124400.0 1002.0 NA 218 59 NA NA NA NA NA NA 275 100 NA NA NA NA NA NA 2068 158 NA NA NA NA NA NA 2693 268 NA NA NA NA NA
1546124400.0 10021.0 NA 89 131 0 NA NA NA NA NA 181 180 0 NA NA NA NA NA 656 731 263 NA NA NA NA NA 747 1055 279 NA NA NA NA
1546124400.0 10023.0 NA 87 132 0 NA NA NA NA NA 181 181 0 NA NA NA NA NA 630 521 265 NA NA NA NA NA 760 653 298 NA NA NA NA
1546124400.0 10024.0 NA 94 137 0 NA NA NA NA NA 181 185 0 NA NA NA NA NA 679 700 328 NA NA NA NA NA 1038 811 393 NA NA NA NA
1546124400.0 10025.0 NA 89 130 0 NA NA NA NA NA 181 180 0 NA NA NA NA NA 721 559 278 NA NA NA NA NA 1126 720 313 NA NA NA NA
1546124400.0 10026.0 NA 94 136 0 NA NA NA NA NA 181 186 0 NA NA NA NA NA 714 816 299 NA NA NA NA NA 852 1183 351 NA NA NA NA
1546124400.0 1003.0 NA 182 0 NA NA NA NA NA NA 247 0 NA NA NA NA NA NA 2410 291 NA NA NA NA NA NA 2514 314 NA NA NA NA NA
1546124400.0 1004.0 NA 179 133 0 0 0 0 NA NA 241 179 0 0 0 0 NA NA 534 244 7 50 525 554 NA NA 586 288 22 55 540 564 NA
1546124400.0 101.0 82 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 795 NA NA NA NA NA NA NA 811 NA NA NA NA NA NA NA
1546124400.0 102.0 84 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 587 NA NA NA NA NA NA NA 604 NA NA NA NA NA NA NA
1546124400.0 10224.0 NA 124 200 0 NA NA NA NA NA 195 277 0 NA NA NA NA NA 3327 2878 375 NA NA NA NA NA 8793 7630 427 NA NA NA NA
1546124400.0 10225.0 NA 132 192 0 NA NA NA NA NA 196 279 0 NA NA NA NA NA 3028 2619 325 NA NA NA NA NA 8514 8323 355 NA NA NA NA
1546124400.0 103.0 47 79 189 NA NA NA NA NA 91 148 254 NA NA NA NA NA 515 158 288 NA NA NA NA NA 539 187 323 NA NA NA NA NA
1546124400.0 105.0 54 88 25 NA NA NA NA NA 98 148 53 NA NA NA NA NA 1820 291 2 NA NA NA NA NA 1868 310 6 NA NA NA NA NA
1546124400.0 106.0 37 0 0 NA NA NA NA NA 76 0 0 NA NA NA NA NA 378 86 174 NA NA NA NA NA 393 100 265 NA NA NA NA NA
1546124400.0 107.0 52 80 196 NA NA NA NA NA 98 148 254 NA NA NA NA NA 2759 301 422 NA NA NA NA NA 2785 559 492 NA NA NA NA NA
1546124400.0 108.0 54 87 199 NA NA NA NA NA 101 148 254 NA NA NA NA NA 4610 420 605 NA NA NA NA NA 4789 473 657 NA NA NA NA NA
1546124400.0 109.0 56 92 197 NA NA NA NA NA 101 148 254 NA NA NA NA NA 4441 323 497 NA NA NA NA NA 4475 352 538 NA NA NA NA NA
1546124400.0 11.0 NA 79 204 0 58 NA NA NA NA 150 265 0 90 NA NA NA NA 1518 788 475 30 NA NA NA NA 1571 838 523 41 NA NA NA
1546124400.0 110.0 45 87 192 NA NA NA NA NA 89 148 254 NA NA NA NA NA 514 339 334 NA NA NA NA NA 555 361 367 NA NA NA NA NA
1546124400.0 1102.0 NA 83 203 117 73 NA NA NA NA 150 262 175 112 NA NA NA NA 2343 2918 2261 175 NA NA NA NA 2409 3006 2331 185 NA NA NA
