Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1547334000.0 11024.2 NA 515 770 0 180 NA NA NA 795 1074 0 262 NA NA NA 7739 8000 2620 763 NA NA NA 4935 4308 3165 785 NA NA
1547334000.0 11025.0 NA 522 763 0 191 NA NA NA 772 1112 0 272 NA NA NA 7755 7971 1589 699 NA NA NA 4842 4178 1628 750 NA NA
1547334000.0 111.0 91 114 299 NA NA NA NA 188 594 411 NA NA NA NA 1682 386 1456 NA NA NA NA 1673 476 3232 NA NA NA NA
1547334000.0 112.0 88 107 302 NA NA NA NA 210 507 431 NA NA NA NA 2231 660 1589 NA NA NA NA 2242 704 1890 NA NA NA NA
1547334000.0 11224.0 NA 276 410 0 NA NA NA NA 641 613 0 NA NA NA NA 2084 2325 1980 NA NA NA NA 3057 3485 2123 NA NA NA
1547334000.0 11224.6 NA 278 393 0 NA NA NA NA 674 637 0 NA NA NA NA 2087 2296 1995 NA NA NA NA 3123 3682 2222 NA NA NA
1547334000.0 113.0 107 124 286 NA NA NA NA 219 551 432 NA NA NA NA 1742 601 1570 NA NA NA NA 1022 439 1932 NA NA NA NA
1547334000.0 114.0 96 127 284 NA NA NA NA 215 596 441 NA NA NA NA 2133 588 1625 NA NA NA NA 2063 403 1854 NA NA NA NA
1547334000.0 115.0 86 121 286 NA NA NA NA 209 598 438 NA NA NA NA 3907 1185 2549 NA NA NA NA 2244 964 2719 NA NA NA NA
1547334000.0 116.0 90 117 302 NA NA NA NA 215 508 426 NA NA NA NA 3141 694 1691 NA NA NA NA 1817 784 1918 NA NA NA NA
1547334000.0 11625.0 71 169 362 0 84 NA NA 128 568 572 0 127 NA NA 2336 1034 1647 1011 368 NA NA 1100 1233 1681 1163 383 NA NA
1547334000.0 11626.0 76 179 376 0 76 NA NA 141 568 571 0 127 NA NA 11518 1733 3731 1533 611 NA NA 4567 1633 4015 1690 778 NA NA
1547334000.0 118.0 103 112 294 NA NA NA NA 215 553 459 NA NA NA NA 3288 686 1766 NA NA NA NA 1600 816 1761 NA NA NA NA
1547334000.0 119.0 86 103 280 NA NA NA NA 214 564 426 NA NA NA NA 4198 950 2413 NA NA NA NA 2870 978 2696 NA NA NA NA
1547334000.0 120.0 71 113 278 NA NA NA NA 145 598 429 NA NA NA NA 592 568 1494 NA NA NA NA 1020 671 1979 NA NA NA NA
1547334000.0 121.0 110 128 290 NA NA NA NA 216 593 426 NA NA NA NA 3436 635 1601 NA NA NA NA 1447 451 1627 NA NA NA NA
1547334000.0 122.0 48 0 0 NA NA NA NA 108 0 0 NA NA NA NA 1038 226 1286 NA NA NA NA 1090 222 2481 NA NA NA NA
1547334000.0 123.1 331 NA NA NA NA NA NA 690 NA NA NA NA NA NA 1160 NA NA NA NA NA NA 1006 NA NA NA NA NA NA
1547334000.0 123.2 320 NA NA NA NA NA NA 689 NA NA NA NA NA NA 1215 NA NA NA NA NA NA 1094 NA NA NA NA NA NA
1547334000.0 123.3 248 NA NA NA NA NA NA 691 NA NA NA NA NA NA 918 NA NA NA NA NA NA 1152 NA NA NA NA NA NA
1547334000.0 124.1 286 NA NA NA NA NA NA 689 NA NA NA NA NA NA 1034 NA NA NA NA NA NA 902 NA NA NA NA NA NA
1547334000.0 124.2 295 NA NA NA NA NA NA 688 NA NA NA NA NA NA 1007 NA NA NA NA NA NA 1217 NA NA NA NA NA NA
1547334000.0 124.4 290 NA NA NA NA NA NA 691 NA NA NA NA NA NA 948 NA NA NA NA NA NA 993 NA NA NA NA NA NA
1547334000.0 124.5 286 NA NA NA NA NA NA 686 NA NA NA NA NA NA 954 NA NA NA NA NA NA 988 NA NA NA NA NA NA
1547334000.0 124.6 248 NA NA NA NA NA NA 688 NA NA NA NA NA NA 885 NA NA NA NA NA NA 948 NA NA NA NA NA NA
1547334000.0 125.0 111 114 285 NA NA NA NA 220 598 438 NA NA NA NA 3955 912 2517 NA NA NA NA 2122 696 2768 NA NA NA NA
1547334000.0 126.0 71 112 282 NA NA NA NA 149 551 435 NA NA NA NA 1646 442 1431 NA NA NA NA 1044 379 1602 NA NA NA NA
1547334000.0 127.0 64 111 278 NA NA NA NA 137 551 435 NA NA NA NA 1265 603 1526 NA NA NA NA 820 502 1993 NA NA NA NA
1547334000.0 128.0 64 101 277 NA NA NA NA 137 549 434 NA NA NA NA 936 614 1460 NA NA NA NA 793 548 1783 NA NA NA NA
1547334000.0 129.0 65 107 286 NA NA NA NA 144 506 446 NA NA NA NA 575 560 1435 NA NA NA NA 706 480 3565 NA NA NA NA
1547334000.0 13.0 NA 114 301 0 NA NA NA NA 602 452 0 NA NA NA NA 597 2132 628 NA NA NA NA 945 3585 1129 NA NA NA
1547334000.0 130.0 71 120 279 NA NA NA NA 139 548 434 NA NA NA NA 662 651 1532 NA NA NA NA 1718 457 2588 NA NA NA NA
1547334000.0 1301.0 87 143 238 NA NA NA NA 166 599 365 NA NA NA NA 1602 567 997 NA NA NA NA 2033 488 1352 NA NA NA NA
1547334000.0 1301.17 77 173 211 NA NA NA NA 146 559 410 NA NA NA NA 1686 751 1046 NA NA NA NA 1456 538 1263 NA NA NA NA
1547334000.0 1302.0 100 153 206 NA NA NA NA 170 602 351 NA NA NA NA 3230 685 1211 NA NA NA NA 1457 514 1413 NA NA NA NA
1547334000.0 1302.17 89 172 221 NA NA NA NA 149 601 408 NA NA NA NA 3792 767 1320 NA NA NA NA 2024 499 1517 NA NA NA NA
1547334000.0 1307.0 NA 150 193 57 0 NA NA NA 570 284 95 0 NA NA NA 646 747 161 289 NA NA NA 514 992 233 406 NA NA
1547334000.0 1308.0 NA 164 220 54 0 NA NA NA 615 292 96 0 NA NA NA 549 440 117 234 NA NA NA 506 543 170 287 NA NA
1547334000.0 1309.0 NA 145 354 0 NA NA NA NA 609 485 0 NA NA NA NA 1081 3027 898 NA NA NA NA 1145 2943 1010 NA NA NA
1547334000.0 131.0 66 111 291 NA NA NA NA 139 550 430 NA NA NA NA 1573 607 1448 NA NA NA NA 1231 436 2905 NA NA NA NA
1547334000.0 1314.0 NA 161 354 0 NA NA NA NA 610 489 0 NA NA NA NA 644 1974 644 NA NA NA NA 671 2883 748 NA NA NA
1547334000.0 1316.0 NA 136 348 0 NA NA NA NA 621 474 0 NA NA NA NA 625 1736 625 NA NA NA NA 1270 2091 705 NA NA NA
1547334000.0 1317.0 NA 150 331 0 NA NA NA NA 609 509 0 NA NA NA NA 642 2911 893 NA NA NA NA 624 3944 992 NA NA NA
1547334000.0 1318.0 NA 148 342 0 NA NA NA NA 621 471 0 NA NA NA NA 577 1616 679 NA NA NA NA 1157 2240 882 NA NA NA
1547334000.0 1319.0 NA 147 331 0 NA NA NA NA 607 461 0 NA NA NA NA 851 2726 850 NA NA NA NA 751 3540 942 NA NA NA
1547334000.0 132.0 111 122 281 NA NA NA NA 215 597 438 NA NA NA NA 2182 512 1592 NA NA NA NA 1280 484 1661 NA NA NA NA
1547334000.0 1320.0 NA 145 339 0 NA NA NA NA 607 486 0 NA NA NA NA 799 2855 995 NA NA NA NA 616 4253 1151 NA NA NA
1547334000.0 1322.0 NA 134 332 0 NA NA NA NA 612 491 0 NA NA NA NA 1121 2744 1125 NA NA NA NA 1031 4159 1434 NA NA NA
1547334000.0 1325.1 NA 147 165 0 NA NA NA NA 611 271 0 NA NA NA NA 745 796 331 NA NA NA NA 585 995 564 NA NA NA
1547334000.0 1325.2 NA 143 353 0 NA NA NA NA 611 503 0 NA NA NA NA 1055 3115 1051 NA NA NA NA 927 3260 1418 NA NA NA
1547334000.0 1325.3 NA 153 164 0 NA NA NA NA 611 258 0 NA NA NA NA 779 758 377 NA NA NA NA 706 1235 741 NA NA NA
1547334000.0 1325.5 NA 182 0 NA NA NA NA NA 280 0 NA NA NA NA NA 4719 161 NA NA NA NA NA 6288 336 NA NA NA NA
1547334000.0 1325.51 NA 170 0 NA NA NA NA NA 265 0 NA NA NA NA NA 1633 152 NA NA NA NA NA 2421 279 NA NA NA NA
1547334000.0 1325.6 NA 200 NA NA NA NA NA NA 310 NA NA NA NA NA NA 4236 NA NA NA NA NA NA 4556 NA NA NA NA NA
1547334000.0 1325.7 NA 191 0 NA NA NA NA NA 306 0 NA NA NA NA NA 6087 164 NA NA NA NA NA 7871 328 NA NA NA NA
1547334000.0 1325.8 NA 185 0 NA NA NA NA NA 319 0 NA NA NA NA NA 6872 274 NA NA NA NA NA 6233 500 NA NA NA NA
1547334000.0 1329.1 NA 190 0 NA NA NA NA NA 308 0 NA NA NA NA NA 5795 148 NA NA NA NA NA 6996 432 NA NA NA NA
1547334000.0 133.0 98 118 294 NA NA NA NA 210 551 434 NA NA NA NA 4173 660 1821 NA NA NA NA 1917 547 1750 NA NA NA NA
1547334000.0 1330.0 NA 146 394 0 NA NA NA NA 609 536 0 NA NA NA NA 1271 2842 1115 NA NA NA NA 1042 3496 1541 NA NA NA
1547334000.0 1333.0 NA 156 351 0 NA NA NA NA 609 503 0 NA NA NA NA 628 1712 660 NA NA NA NA 761 2049 762 NA NA NA
1547334000.0 1337.0 NA 154 368 0 NA NA NA NA 607 505 0 NA NA NA NA 834 2160 667 NA NA NA NA 911 1867 847 NA NA NA
1547334000.0 1338.0 NA 146 351 0 NA NA NA NA 610 513 0 NA NA NA NA 674 1944 724 NA NA NA NA 836 2074 1190 NA NA NA
1547334000.0 134.0 NA 323 48 0 NA NA NA NA 473 88 0 NA NA NA NA 3249 147 95 NA NA NA NA 2256 239 204 NA NA NA
1547334000.0 134.703 NA 39 355 0 NA NA NA NA 104 505 0 NA NA NA NA 382 8423 1083 NA NA NA NA 550 4117 1258 NA NA NA
1547334000.0 134.704 NA 38 342 0 NA NA NA NA 107 511 0 NA NA NA NA 390 8030 724 NA NA NA NA 522 3767 795 NA NA NA
1547334000.0 134.709 NA 37 527 0 NA NA NA NA 109 682 0 NA NA NA NA 513 8557 892 NA NA NA NA 651 3932 967 NA NA NA
1547334000.0 134.71 NA 33 331 0 NA NA NA NA 98 489 0 NA NA NA NA 400 5663 1011 NA NA NA NA 605 3125 1184 NA NA NA
1547334000.0 134.801 NA 45 337 0 NA NA NA NA 103 470 0 NA NA NA NA 259 4456 714 NA NA NA NA 742 2935 843 NA NA NA
1547334000.0 134.804 NA 41 359 0 NA NA NA NA 111 501 0 NA NA NA NA 479 10578 878 NA NA NA NA 520 5378 938 NA NA NA
1547334000.0 134.805 NA 45 352 0 NA NA NA NA 111 524 0 NA NA NA NA 330 10454 979 NA NA NA NA 294 5105 1222 NA NA NA
1547334000.0 134.807 NA 143 369 0 NA NA NA NA 227 546 0 NA NA NA NA 1211 11837 1183 NA NA NA NA 689 6788 1363 NA NA NA
1547334000.0 134.811 NA 41 359 0 NA NA NA NA 105 505 0 NA NA NA NA 431 10562 985 NA NA NA NA 417 5208 1077 NA NA NA
1547334000.0 134.812 NA 36 329 0 NA NA NA NA 100 466 0 NA NA NA NA 365 6117 596 NA NA NA NA 454 3463 626 NA NA NA
1547334000.0 134.813 NA 156 73 0 NA NA NA NA 282 120 0 NA NA NA NA 1179 231 351 NA NA NA NA 950 479 633 NA NA NA
1547334000.0 134.901 NA 37 334 0 NA NA NA NA 102 465 0 NA NA NA NA 276 4361 751 NA NA NA NA 411 2464 826 NA NA NA
1547334000.0 134.902 NA 36 345 0 NA NA NA NA 110 489 0 NA NA NA NA 456 7559 988 NA NA NA NA 584 3590 1147 NA NA NA
1547334000.0 134.903 NA 42 336 0 NA NA NA NA 115 475 0 NA NA NA NA 381 7288 1111 NA NA NA NA 535 3843 1244 NA NA NA
1547334000.0 134.904 NA 41 353 0 NA NA NA NA 116 513 0 NA NA NA NA 461 8540 845 NA NA NA NA 612 3827 888 NA NA NA
1547334000.0 134.906 NA 51 339 0 NA NA NA NA 108 507 0 NA NA NA NA 284 5840 721 NA NA NA NA 642 3164 840 NA NA NA
1547334000.0 134.907 NA 99 383 0 NA NA NA NA 216 535 0 NA NA NA NA 1318 8260 949 NA NA NA NA 1197 3940 1042 NA NA NA
1547334000.0 134.911 NA 41 340 0 NA NA NA NA 113 498 0 NA NA NA NA 288 5101 718 NA NA NA NA 593 2829 814 NA NA NA
