Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1546207200.0 1.0 90 115 217 NA NA NA NA NA NA 193 549 327 NA NA NA NA NA NA 2393 845 1564 NA NA NA NA NA NA 1846 640 2375 NA NA NA NA NA NA
1546207200.0 10.0 NA 142 327 0 NA NA NA NA NA NA 605 482 0 NA NA NA NA NA NA 3187 4607 681 NA NA NA NA NA NA 1461 4396 819 NA NA NA NA NA
1546207200.0 1000.0 NA 296 199 0 58 NA NA NA NA NA 444 287 0 99 NA NA NA NA NA 2686 1178 767 352 NA NA NA NA NA 2923 1167 898 498 NA NA NA NA
1546207200.0 10001.0 NA 165 367 0 84 NA NA NA NA NA 609 574 0 130 NA NA NA NA NA 701 1530 933 376 NA NA NA NA NA 993 1701 1045 461 NA NA NA NA
1546207200.0 10002.0 NA 172 367 0 77 NA NA NA NA NA 609 524 0 127 NA NA NA NA NA 703 1572 896 284 NA NA NA NA NA 884 1703 985 452 NA NA NA NA
1546207200.0 10003.0 NA 175 359 0 77 NA NA NA NA NA 610 561 0 125 NA NA NA NA NA 715 1729 1058 382 NA NA NA NA NA 620 3201 1222 455 NA NA NA NA
1546207200.0 10004.0 NA 165 366 0 85 NA NA NA NA NA 610 545 0 128 NA NA NA NA NA 764 1640 1076 303 NA NA NA NA NA 755 3184 1211 515 NA NA NA NA
1546207200.0 10005.0 NA 170 363 0 88 NA NA NA NA NA 611 545 0 133 NA NA NA NA NA 765 1590 895 417 NA NA NA NA NA 659 2134 1015 499 NA NA NA NA
1546207200.0 10006.0 NA 169 355 0 82 NA NA NA NA NA 611 540 0 132 NA NA NA NA NA 998 1985 1479 397 NA NA NA NA NA 793 2260 1716 664 NA NA NA NA
1546207200.0 10007.0 NA 176 378 0 72 NA NA NA NA NA 609 574 0 135 NA NA NA NA NA 746 1652 992 309 NA NA NA NA NA 798 3095 1509 751 NA NA NA NA
1546207200.0 10008.0 NA 174 361 0 73 NA NA NA NA NA 611 550 0 133 NA NA NA NA NA 653 1697 987 291 NA NA NA NA NA 616 2998 1147 460 NA NA NA NA
1546207200.0 10009.0 NA 169 363 0 74 NA NA NA NA NA 609 562 0 127 NA NA NA NA NA 804 1765 1032 276 NA NA NA NA NA 576 3028 1253 486 NA NA NA NA
1546207200.0 1001.0 NA 265 130 0 0 0 0 0 0 NA 417 177 0 0 0 0 0 0 NA 2607 742 92 74 127 241 118 277 NA 3086 792 148 179 213 304 163 383
1546207200.0 1001.2 NA 382 136 0 NA NA NA NA NA NA 607 218 0 NA NA NA NA NA NA 13754 1670 121 NA NA NA NA NA NA 4800 1282 188 NA NA NA NA NA
1546207200.0 1002.0 NA 322 94 NA NA NA NA NA NA NA 479 132 NA NA NA NA NA NA NA 2634 347 NA NA NA NA NA NA NA 2070 288 NA NA NA NA NA NA
1546207200.0 10023.0 NA 175 370 0 73 NA NA NA NA NA 610 529 0 126 NA NA NA NA NA 578 1545 894 491 NA NA NA NA NA 531 1845 971 709 NA NA NA NA
1546207200.0 10024.0 NA 176 381 0 75 NA NA NA NA NA 610 583 0 134 NA NA NA NA NA 827 1959 981 302 NA NA NA NA NA 1342 2601 1066 743 NA NA NA NA
1546207200.0 10024.1 NA 180 203 0 NA NA NA NA NA NA 612 367 0 NA NA NA NA NA NA 825 748 381 NA NA NA NA NA NA 630 985 548 NA NA NA NA NA
1546207200.0 10024.2 NA 176 360 0 NA NA NA NA NA NA 610 560 0 NA NA NA NA NA NA 1206 2914 1728 NA NA NA NA NA NA 1151 3865 2238 NA NA NA NA NA
1546207200.0 10024.3 NA 182 185 0 NA NA NA NA NA NA 610 354 0 NA NA NA NA NA NA 892 838 318 NA NA NA NA NA NA 551 980 389 NA NA NA NA NA
1546207200.0 10024.4 NA 177 379 0 NA NA NA NA NA NA 610 571 0 NA NA NA NA NA NA 897 1924 993 NA NA NA NA NA NA 928 1896 1084 NA NA NA NA NA
1546207200.0 10024.5 NA 196 158 0 NA NA NA NA NA NA 610 241 0 NA NA NA NA NA NA 744 535 139 NA NA NA NA NA NA 533 1092 225 NA NA NA NA NA
1546207200.0 10025.0 NA 173 361 0 73 NA NA NA NA NA 609 574 0 127 NA NA NA NA NA 780 1724 1015 303 NA NA NA NA NA 754 3392 1166 563 NA NA NA NA
1546207200.0 10026.0 NA 186 386 0 76 NA NA NA NA NA 612 584 0 133 NA NA NA NA NA 883 2154 1112 455 NA NA NA NA NA 784 2798 1491 1072 NA NA NA NA
1546207200.0 1003.0 NA 268 0 NA NA NA NA NA NA NA 393 0 NA NA NA NA NA NA NA 2641 551 NA NA NA NA NA NA NA 1720 709 NA NA NA NA NA NA
1546207200.0 1004.0 NA 226 107 0 0 0 0 NA NA NA 344 152 0 0 0 0 NA NA NA 1438 570 118 176 384 417 NA NA NA 2855 1217 294 363 483 520 NA NA
1546207200.0 10042.0 NA 178 375 0 87 NA NA NA NA NA 575 573 0 134 NA NA NA NA NA 913 2011 1522 357 NA NA NA NA NA 572 2024 2256 584 NA NA NA NA
1546207200.0 10059.0 NA 187 401 0 87 NA NA NA NA NA 610 571 0 136 NA NA NA NA NA 870 2319 1028 278 NA NA NA NA NA 901 2767 1174 427 NA NA NA NA
1546207200.0 10071.0 NA 183 375 0 76 NA NA NA NA NA 564 565 0 133 NA NA NA NA NA 729 1777 998 316 NA NA NA NA NA 799 2010 1144 821 NA NA NA NA
1546207200.0 101.0 99 NA NA NA NA NA NA NA NA 161 NA NA NA NA NA NA NA NA 768 NA NA NA NA NA NA NA NA 923 NA NA NA NA NA NA NA NA
1546207200.0 1010.0 NA 39 47 0 NA NA NA NA NA NA 84 101 0 NA NA NA NA NA NA 133 221 186 NA NA NA NA NA NA 427 316 317 NA NA NA NA NA
1546207200.0 102.0 99 NA NA NA NA NA NA NA NA 161 NA NA NA NA NA NA NA NA 713 NA NA NA NA NA NA NA NA 1358 NA NA NA NA NA NA NA NA
1546207200.0 1020.0 NA 70 30 0 76 NA NA NA NA NA 139 71 0 144 NA NA NA NA NA 250 112 88 234 NA NA NA NA NA 812 320 614 661 NA NA NA NA
