Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1546124400.0 1.0 96 93 167 NA NA NA NA NA 181 367 277 NA NA NA NA NA 1329 539 945 NA NA NA NA NA 2456 472 1149 NA NA NA NA NA
1546124400.0 10.0 NA 120 342 0 NA NA NA NA NA 368 559 0 NA NA NA NA NA 2390 3678 530 NA NA NA NA NA 2503 6481 691 NA NA NA NA
1546124400.0 1000.0 NA 391 161 0 48 NA NA NA NA 513 258 0 89 NA NA NA NA 3920 1762 942 384 NA NA NA NA 3231 1872 1386 673 NA NA NA
1546124400.0 10001.0 NA 194 635 85 0 NA NA NA NA 474 801 134 0 NA NA NA NA 1448 2497 383 1847 NA NA NA NA 2086 4871 544 2536 NA NA NA
1546124400.0 10002.0 NA 217 615 91 0 NA NA NA NA 473 791 134 0 NA NA NA NA 2002 3186 558 2369 NA NA NA NA 2871 3842 1475 2882 NA NA NA
1546124400.0 10003.0 NA 198 635 84 0 NA NA NA NA 481 775 134 0 NA NA NA NA 1594 2292 478 1893 NA NA NA NA 2643 2665 934 2921 NA NA NA
1546124400.0 10004.0 NA 190 481 84 0 NA NA NA NA 474 796 135 0 NA NA NA NA 1592 2830 396 1762 NA NA NA NA 2788 4706 925 1847 NA NA NA
1546124400.0 10005.0 NA 194 509 82 0 NA NA NA NA 467 791 134 0 NA NA NA NA 1479 2667 465 1968 NA NA NA NA 2859 3902 1324 3371 NA NA NA
1546124400.0 10006.0 NA 215 629 84 0 NA NA NA NA 473 794 134 0 NA NA NA NA 1468 2197 387 1784 NA NA NA NA 2001 2553 860 1960 NA NA NA
1546124400.0 10007.0 NA 204 463 95 0 NA NA NA NA 475 801 146 0 NA NA NA NA 1565 3178 413 1761 NA NA NA NA 2531 6588 535 1866 NA NA NA
