Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1547071200.0 1.0 95 85 168 NA NA NA NA NA 182 360 302 NA NA NA NA NA 1233 480 973 NA NA NA NA NA 1507 789 1573 NA NA NA NA NA
1547071200.0 10.0 NA 125 446 0 NA NA NA NA NA 375 541 0 NA NA NA NA NA 2434 3593 550 NA NA NA NA NA 1923 2443 635 NA NA NA NA
1547071200.0 1000.0 NA 402 160 0 52 NA NA NA NA 487 259 0 89 NA NA NA NA 2847 1422 683 313 NA NA NA NA 1982 1295 2256 392 NA NA NA
1547071200.0 10001.0 NA 193 637 84 0 NA NA NA NA 467 797 135 0 NA NA NA NA 1442 2245 388 1853 NA NA NA NA 2350 3182 759 2784 NA NA NA
1547071200.0 10002.0 NA 217 531 85 0 NA NA NA NA 474 796 135 0 NA NA NA NA 1538 2650 437 2001 NA NA NA NA 2123 3731 554 2473 NA NA NA
1547071200.0 10003.0 NA 204 540 92 0 NA NA NA NA 474 774 136 0 NA NA NA NA 1495 2671 408 1896 NA NA NA NA 2684 3466 525 1998 NA NA NA
1547071200.0 10004.0 NA 204 634 87 0 NA NA NA NA 474 796 135 0 NA NA NA NA 1409 2369 457 1836 NA NA NA NA 1813 2907 708 1935 NA NA NA
1547071200.0 10005.0 NA 217 636 92 0 NA NA NA NA 481 797 135 0 NA NA NA NA 1425 2283 394 1890 NA NA NA NA 2602 3660 533 1974 NA NA NA
1547071200.0 10006.0 NA 215 526 94 0 NA NA NA NA 467 788 134 0 NA NA NA NA 2052 2771 435 1857 NA NA NA NA 3468 3740 594 1923 NA NA NA
1547071200.0 10007.0 NA 216 557 103 0 NA NA NA NA 474 781 146 0 NA NA NA NA 1378 2434 407 1849 NA NA NA NA 2710 3337 542 1929 NA NA NA
1547071200.0 10008.0 NA 218 532 97 0 NA NA NA NA 473 802 145 0 NA NA NA NA 1442 2617 466 1963 NA NA NA NA 1825 3826 628 2052 NA NA NA
1547071200.0 10009.0 NA 186 637 98 0 NA NA NA NA 474 798 145 0 NA NA NA NA 1894 2860 477 2355 NA NA NA NA 3461 3231 615 2575 NA NA NA
1547071200.0 1001.0 NA 362 177 0 0 0 0 0 NA 456 230 0 0 0 0 0 NA 2458 612 78 90 279 131 250 NA 1697 1408 158 139 321 196 303
1547071200.0 1002.0 NA 385 66 NA NA NA NA NA NA 486 123 NA NA NA NA NA NA 2759 427 NA NA NA NA NA NA 2450 546 NA NA NA NA NA
1547071200.0 10023.0 NA 189 637 93 0 NA NA NA NA 475 793 135 0 NA NA NA NA 1547 2369 437 1937 NA NA NA NA 4261 2356 564 2137 NA NA NA
1547071200.0 10024.0 NA 217 655 98 0 NA NA NA NA 482 820 146 0 NA NA NA NA 1698 2799 444 1962 NA NA NA NA 2477 2629 609 2065 NA NA NA
1547071200.0 10024.1 NA 218 269 0 NA NA NA NA NA 473 390 0 NA NA NA NA NA 1695 956 321 NA NA NA NA NA 2182 1789 493 NA NA NA NA
1547071200.0 10024.2 NA 243 652 0 NA NA NA NA NA 467 813 0 NA NA NA NA NA 1640 2697 2001 NA NA NA NA NA 2348 3027 2109 NA NA NA NA
1547071200.0 10024.3 NA 235 254 0 NA NA NA NA NA 468 343 0 NA NA NA NA NA 1591 826 281 NA NA NA NA NA 1550 952 361 NA NA NA NA
1547071200.0 10024.4 NA 245 655 0 NA NA NA NA NA 475 814 0 NA NA NA NA NA 1604 2674 1928 NA NA NA NA NA 2552 2490 2010 NA NA NA NA
1547071200.0 10024.5 NA 224 267 0 NA NA NA NA NA 475 366 0 NA NA NA NA NA 1907 914 438 NA NA NA NA NA 1730 1053 849 NA NA NA NA
1547071200.0 10024.6 NA 226 645 0 NA NA NA NA NA 473 808 0 NA NA NA NA NA 1562 2641 1860 NA NA NA NA NA 2204 2556 1945 NA NA NA NA
1547071200.0 10025.0 NA 209 534 92 0 NA NA NA NA 476 805 136 0 NA NA NA NA 1512 2607 402 1875 NA NA NA NA 1907 3461 496 2045 NA NA NA
1547071200.0 10026.0 NA 243 572 98 0 NA NA NA NA 474 820 145 0 NA NA NA NA 1629 2945 420 1922 NA NA NA NA 3765 3393 529 2154 NA NA NA
1547071200.0 1003.0 NA 318 0 NA NA NA NA NA NA 400 0 NA NA NA NA NA NA 2863 420 NA NA NA NA NA NA 2061 776 NA NA NA NA NA
1547071200.0 1004.0 NA 315 159 0 0 0 0 NA NA 391 213 0 0 0 0 NA NA 982 377 77 89 269 261 NA NA 1161 962 223 257 446 548 NA
1547071200.0 10042.0 NA 226 645 105 0 NA NA NA NA 481 808 145 0 NA NA NA NA 1601 2726 467 1944 NA NA NA NA 2919 3529 596 2083 NA NA NA
1547071200.0 10059.0 NA 246 629 101 0 NA NA NA NA 478 816 145 0 NA NA NA NA 1649 3200 429 1884 NA NA NA NA 1948 2760 606 2281 NA NA NA
1547071200.0 10071.0 NA 225 570 85 0 NA NA NA NA 473 809 135 0 NA NA NA NA 1617 2662 387 1852 NA NA NA NA 2262 3705 510 2048 NA NA NA
1547071200.0 101.0 83 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 877 NA NA NA NA NA NA NA 1320 NA NA NA NA NA NA NA
1547071200.0 1010.0 NA 30 71 0 NA NA NA NA NA 72 121 0 NA NA NA NA NA 92 181 87 NA NA NA NA NA 728 753 319 NA NA NA NA
1547071200.0 102.0 81 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 724 NA NA NA NA NA NA NA 1408 NA NA NA NA NA NA NA
1547071200.0 1020.0 NA 35 NA NA NA NA NA NA NA 109 NA NA NA NA NA NA NA 212 NA NA NA NA NA NA NA 591 NA NA NA NA NA NA
1547071200.0 10224.0 NA 359 939 0 NA NA NA NA NA 584 1137 0 NA NA NA NA NA 4869 5405 1915 NA NA NA NA NA 3980 3613 2024 NA NA NA NA
1547071200.0 10225.0 NA 383 884 0 NA NA NA NA NA 536 1096 0 NA NA NA NA NA 4337 4804 1968 NA NA NA NA NA 3278 3481 2136 NA NA NA NA
1547071200.0 103.0 49 0 0 NA NA NA NA NA 90 0 0 NA NA NA NA NA 409 303 1386 NA NA NA NA NA 1243 415 1760 NA NA NA NA NA
1547071200.0 1030.0 NA 179 43 0 NA NA NA NA NA 331 86 0 NA NA NA NA NA 11126 318 72 NA NA NA NA NA 6435 446 182 NA NA NA NA
