Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1546124400.0 1.0 100 85 150 NA NA NA NA NA 185 368 226 NA NA NA NA NA 3139 634 383 NA NA NA NA NA 3073 639 742 NA NA NA NA NA
1546124400.0 10.0 NA 127 494 0 NA NA NA NA NA 369 573 0 NA NA NA NA NA 2362 2231 382 NA NA NA NA NA 1327 1038 394 NA NA NA NA
1546124400.0 1000.0 NA 477 158 0 52 NA NA NA NA 584 248 0 91 NA NA NA NA 2429 1152 584 153 NA NA NA NA 2680 1218 622 176 NA NA NA
1546124400.0 10001.0 NA 214 655 81 0 NA NA NA NA 484 810 133 0 NA NA NA NA 914 1564 360 1439 NA NA NA NA 1311 2471 1006 1447 NA NA NA
1546124400.0 10002.0 NA 217 654 81 0 NA NA NA NA 482 818 134 0 NA NA NA NA 610 1283 214 1488 NA NA NA NA 630 1112 269 1507 NA NA NA
1546124400.0 10003.0 NA 216 659 88 0 NA NA NA NA 475 811 133 0 NA NA NA NA 740 1299 229 1470 NA NA NA NA 1165 1226 263 1486 NA NA NA
1546124400.0 10004.0 NA 213 653 81 0 NA NA NA NA 483 814 132 0 NA NA NA NA 838 1516 365 1462 NA NA NA NA 1262 2473 1046 1485 NA NA NA
1546124400.0 10005.0 NA 213 657 83 0 NA NA NA NA 476 815 133 0 NA NA NA NA 894 1027 190 1471 NA NA NA NA 907 890 216 1890 NA NA NA
1546124400.0 10006.0 NA 213 650 91 0 NA NA NA NA 484 815 133 0 NA NA NA NA 778 1437 246 1745 NA NA NA NA 1138 1804 374 1774 NA NA NA
1546124400.0 10007.0 NA 192 663 101 0 NA NA NA NA 488 814 143 0 NA NA NA NA 975 1066 218 1483 NA NA NA NA 922 910 293 1500 NA NA NA
1546124400.0 10008.0 NA 202 658 92 0 NA NA NA NA 483 809 143 0 NA NA NA NA 764 1094 215 1459 NA NA NA NA 861 969 287 1494 NA NA NA
1546124400.0 10009.0 NA 220 656 92 0 NA NA NA NA 479 820 143 0 NA NA NA NA 658 1152 323 1493 NA NA NA NA 648 1329 621 1537 NA NA NA
1546124400.0 1001.0 NA 450 385 0 0 0 0 0 NA 530 463 0 0 0 0 0 NA 2034 640 8 29 515 29 500 NA 1076 593 15 37 541 32 507
1546124400.0 1002.0 NA 472 76 NA NA NA NA NA NA 558 124 NA NA NA NA NA NA 2262 344 NA NA NA NA NA NA 1092 222 NA NA NA NA NA
1546124400.0 10023.0 NA 200 654 88 0 NA NA NA NA 482 809 132 0 NA NA NA NA 923 1362 241 1841 NA NA NA NA 1132 1671 489 1880 NA NA NA
1546124400.0 10024.0 NA 223 680 102 0 NA NA NA NA 484 839 143 0 NA NA NA NA 1068 1349 219 1509 NA NA NA NA 1001 987 258 1548 NA NA NA
1546124400.0 10024.1 NA 217 271 0 NA NA NA NA NA 483 390 0 NA NA NA NA NA 1071 578 215 NA NA NA NA NA 774 509 223 NA NA NA NA
1546124400.0 10024.2 NA 243 680 0 NA NA NA NA NA 474 832 0 NA NA NA NA NA 1046 1689 1853 NA NA NA NA NA 1131 1311 1895 NA NA NA NA
1546124400.0 10024.3 NA 243 248 0 NA NA NA NA NA 475 355 0 NA NA NA NA NA 1112 494 185 NA NA NA NA NA 985 426 193 NA NA NA NA
1546124400.0 10024.4 NA 235 680 0 NA NA NA NA NA 483 837 0 NA NA NA NA NA 892 1395 1531 NA NA NA NA NA 838 1064 1548 NA NA NA NA
1546124400.0 10024.5 NA 245 269 0 NA NA NA NA NA 478 376 0 NA NA NA NA NA 1086 516 209 NA NA NA NA NA 929 448 216 NA NA NA NA
1546124400.0 10024.6 NA 223 672 0 NA NA NA NA NA 475 830 0 NA NA NA NA NA 894 1405 1518 NA NA NA NA NA 750 1015 1541 NA NA NA NA
1546124400.0 10025.0 NA 228 667 82 0 NA NA NA NA 483 824 133 0 NA NA NA NA 813 1562 225 1490 NA NA NA NA 1004 1479 587 1523 NA NA NA
1546124400.0 10026.0 NA 225 684 91 0 NA NA NA NA 482 834 134 0 NA NA NA NA 1301 1517 201 1598 NA NA NA NA 1133 1033 236 1636 NA NA NA
1546124400.0 1003.0 NA 409 0 NA NA NA NA NA NA 510 0 NA NA NA NA NA NA 2856 444 NA NA NA NA NA NA 1146 454 NA NA NA NA NA
1546124400.0 1004.0 NA 354 370 0 0 0 0 NA NA 449 445 0 0 0 0 NA NA 686 538 7 25 443 443 NA NA 621 450 42 32 449 451 NA
1546124400.0 10042.0 NA 229 666 101 0 NA NA NA NA 475 819 143 0 NA NA NA NA 991 1193 213 1540 NA NA NA NA 853 937 250 1572 NA NA NA
1546124400.0 10059.0 NA 223 682 96 0 NA NA NA NA 475 838 143 0 NA NA NA NA 1299 1927 213 1544 NA NA NA NA 1139 1185 237 1575 NA NA NA
1546124400.0 10071.0 NA 239 681 100 0 NA NA NA NA 481 825 143 0 NA NA NA NA 970 1363 214 1611 NA NA NA NA 901 976 266 1638 NA NA NA
1546124400.0 101.0 82 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 1334 NA NA NA NA NA NA NA 2067 NA NA NA NA NA NA NA
1546124400.0 1010.0 NA 27 73 0 NA NA NA NA NA 75 122 0 NA NA NA NA NA 15 169 52 NA NA NA NA NA 213 149 81 NA NA NA NA
1546124400.0 102.0 84 NA NA NA NA NA NA NA 151 NA NA NA NA NA NA NA 867 NA NA NA NA NA NA NA 1342 NA NA NA NA NA NA NA
