Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1547460000.0 1.0 92 122 220 NA NA NA NA 189 553 313 NA NA NA NA 2421 584 917 NA NA NA NA 1680 431 1016 NA NA NA NA
1547460000.0 10.0 NA 144 316 0 NA NA NA NA 605 438 0 NA NA NA NA 2940 4600 661 NA NA NA NA 1206 2917 1391 NA NA NA
1547460000.0 10001.0 NA 182 378 0 82 NA NA NA 609 560 0 135 NA NA NA 791 1734 1069 241 NA NA NA 530 1760 1353 359 NA NA
1547460000.0 10006.0 NA 183 372 0 85 NA NA NA 610 549 0 126 NA NA NA 756 1550 892 287 NA NA NA 460 1665 962 486 NA NA
1547460000.0 1001.2 NA 380 137 0 NA NA NA NA 623 201 0 NA NA NA NA 14799 1727 124 NA NA NA NA 5231 1342 272 NA NA NA
1547460000.0 1002.0 NA 312 81 NA NA NA NA NA 471 140 NA NA NA NA NA 3979 514 NA NA NA NA NA 3106 654 NA NA NA NA
1547460000.0 10024.1 NA 173 187 0 NA NA NA NA 611 330 0 NA NA NA NA 940 1072 433 NA NA NA NA 819 1336 572 NA NA NA
1547460000.0 10024.2 NA 183 379 0 NA NA NA NA 610 560 0 NA NA NA NA 1101 2477 1125 NA NA NA NA 806 2438 1751 NA NA NA
1547460000.0 10024.3 NA 192 183 0 NA NA NA NA 621 339 0 NA NA NA NA 1105 1156 409 NA NA NA NA 683 1777 535 NA NA NA
1547460000.0 10024.4 NA 179 366 0 NA NA NA NA 576 561 0 NA NA NA NA 1005 2027 1008 NA NA NA NA 1164 2102 1114 NA NA NA
