Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1546124400.0 1.0 90 107 214 NA NA NA NA NA NA 262 632 467 NA NA NA NA NA NA 3481 926 1685 NA NA NA NA NA NA 2585 928 2545 NA NA NA NA NA NA
1546124400.0 10.0 NA 135 314 0 NA NA NA NA NA NA 651 612 0 NA NA NA NA NA NA 2325 3243 630 NA NA NA NA NA NA 1980 2081 761 NA NA NA NA NA
1546124400.0 1000.0 NA 306 194 0 62 NA NA NA NA NA 610 380 0 173 NA NA NA NA NA 2608 1252 823 366 NA NA NA NA NA 1551 1535 1229 476 NA NA NA NA
1546124400.0 10001.0 NA 165 373 0 76 NA NA NA NA NA 699 716 0 209 NA NA NA NA NA 746 1589 1093 257 NA NA NA NA NA 1052 1666 1259 449 NA NA NA NA
1546124400.0 10002.0 NA 180 347 0 77 NA NA NA NA NA 701 695 0 209 NA NA NA NA NA 816 1703 1103 323 NA NA NA NA NA 582 3027 1302 745 NA NA NA NA
1546124400.0 10003.0 NA 165 362 0 87 NA NA NA NA NA 710 705 0 202 NA NA NA NA NA 635 1448 861 202 NA NA NA NA NA 920 1836 962 346 NA NA NA NA
1546124400.0 10004.0 NA 164 369 0 76 NA NA NA NA NA 699 715 0 208 NA NA NA NA NA 816 1762 1077 527 NA NA NA NA NA 2552 4168 1403 951 NA NA NA NA
1546124400.0 10005.0 NA 171 367 0 70 NA NA NA NA NA 712 727 0 206 NA NA NA NA NA 673 1635 1010 396 NA NA NA NA NA 899 2509 1148 494 NA NA NA NA
1546124400.0 10006.0 NA 187 366 0 82 NA NA NA NA NA 700 726 0 206 NA NA NA NA NA 763 1619 1075 450 NA NA NA NA NA 836 2677 1181 575 NA NA NA NA
1546124400.0 10007.0 NA 174 362 0 74 NA NA NA NA NA 655 737 0 207 NA NA NA NA NA 782 1665 1013 318 NA NA NA NA NA 580 1711 1139 891 NA NA NA NA
1546124400.0 10008.0 NA 174 384 0 76 NA NA NA NA NA 665 748 0 203 NA NA NA NA NA 684 1654 1024 391 NA NA NA NA NA 1046 2688 1157 858 NA NA NA NA
1546124400.0 10009.0 NA 172 370 0 78 NA NA NA NA NA 700 728 0 210 NA NA NA NA NA 683 1684 1102 265 NA NA NA NA NA 1139 1706 1369 386 NA NA NA NA
1546124400.0 1001.0 NA 280 128 0 0 0 0 0 0 NA 551 268 0 0 0 0 0 0 NA 2988 892 136 88 127 393 143 251 NA 1740 846 251 159 182 529 218 313
1546124400.0 1001.2 NA 381 136 0 NA NA NA NA NA NA 739 295 0 NA NA NA NA NA NA 12984 1707 105 NA NA NA NA NA NA 5174 1071 177 NA NA NA NA NA
1546124400.0 1002.0 NA 309 87 NA NA NA NA NA NA NA 613 192 NA NA NA NA NA NA NA 4350 508 NA NA NA NA NA NA NA 4332 445 NA NA NA NA NA NA
1546124400.0 10023.0 NA 174 361 0 75 NA NA NA NA NA 702 732 0 203 NA NA NA NA NA 684 1705 1080 253 NA NA NA NA NA 527 2644 1196 398 NA NA NA NA
1546124400.0 10024.0 NA 183 370 0 76 NA NA NA NA NA 701 729 0 204 NA NA NA NA NA 813 1951 1131 444 NA NA NA NA NA 1690 1905 1308 687 NA NA NA NA
1546124400.0 10024.1 NA 176 196 0 NA NA NA NA NA NA 667 460 0 NA NA NA NA NA NA 724 682 317 NA NA NA NA NA NA 775 915 445 NA NA NA NA NA
1546124400.0 10024.2 NA 185 368 0 NA NA NA NA NA NA 701 738 0 NA NA NA NA NA NA 752 1856 1117 NA NA NA NA NA NA 535 1834 1325 NA NA NA NA NA
1546124400.0 10024.3 NA 179 186 0 NA NA NA NA NA NA 713 445 0 NA NA NA NA NA NA 748 707 274 NA NA NA NA NA NA 1234 864 398 NA NA NA NA NA
1546124400.0 10024.4 NA 180 380 0 NA NA NA NA NA NA 666 751 0 NA NA NA NA NA NA 676 1603 887 NA NA NA NA NA NA 837 1681 1055 NA NA NA NA NA
1546124400.0 10024.5 NA 183 154 0 NA NA NA NA NA NA 701 334 0 NA NA NA NA NA NA 1098 737 255 NA NA NA NA NA NA 1002 1345 480 NA NA NA NA NA
1546124400.0 10025.0 NA 169 368 0 77 NA NA NA NA NA 701 715 0 206 NA NA NA NA NA 858 1803 1085 397 NA NA NA NA NA 829 2016 1215 497 NA NA NA NA
