Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1547244000.0 1.0 92 111 201 NA NA NA NA NA NA 265 688 455 NA NA NA NA NA NA 1870 543 1052 NA NA NA NA NA NA 1709 479 1233 NA NA NA NA NA NA
1547244000.0 10.0 NA 140 307 0 NA NA NA NA NA NA 650 626 0 NA NA NA NA NA NA 3554 4250 713 NA NA NA NA NA NA 3303 2595 849 NA NA NA NA NA
1547244000.0 1000.0 NA 306 179 0 63 NA NA NA NA NA 591 382 0 173 NA NA NA NA NA 4369 1697 1006 354 NA NA NA NA NA 3019 1688 1250 458 NA NA NA NA
1547244000.0 10001.0 NA 175 378 0 86 NA NA NA NA NA 668 700 0 204 NA NA NA NA NA 786 1455 945 254 NA NA NA NA NA 1432 2580 1102 465 NA NA NA NA
1547244000.0 10002.0 NA 168 359 0 81 NA NA NA NA NA 703 736 0 211 NA NA NA NA NA 1033 2789 1260 344 NA NA NA NA NA 1107 5583 1381 473 NA NA NA NA
1547244000.0 10003.0 NA 172 393 0 79 NA NA NA NA NA 668 709 0 209 NA NA NA NA NA 1005 1478 870 279 NA NA NA NA NA 1506 2948 960 399 NA NA NA NA
1547244000.0 10004.0 NA 163 360 0 77 NA NA NA NA NA 701 719 0 210 NA NA NA NA NA 1058 2564 1613 412 NA NA NA NA NA 1511 4907 1879 1189 NA NA NA NA
1547244000.0 10005.0 NA 169 364 0 82 NA NA NA NA NA 611 712 0 207 NA NA NA NA NA 795 1653 870 501 NA NA NA NA NA 2446 2328 953 678 NA NA NA NA
1547244000.0 10006.0 NA 163 357 0 77 NA NA NA NA NA 701 685 0 208 NA NA NA NA NA 1034 2434 1614 757 NA NA NA NA NA 2022 3670 2213 1099 NA NA NA NA
1547244000.0 10007.0 NA 164 368 0 84 NA NA NA NA NA 702 708 0 210 NA NA NA NA NA 733 1512 879 272 NA NA NA NA NA 1521 2905 942 453 NA NA NA NA
1547244000.0 10008.0 NA 174 376 0 81 NA NA NA NA NA 703 730 0 209 NA NA NA NA NA 781 1521 870 272 NA NA NA NA NA 1420 3047 960 473 NA NA NA NA
1547244000.0 10009.0 NA 164 367 0 82 NA NA NA NA NA 656 731 0 209 NA NA NA NA NA 882 1683 951 249 NA NA NA NA NA 1017 1842 1119 449 NA NA NA NA
