Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1547334000.0 1.0 100 83 143 NA NA 185 369 232 NA NA 1522 532 308 NA NA 1294 386 467 NA NA
1547334000.0 1000.0 NA 473 157 0 45 NA 594 252 0 92 NA 2322 1010 538 144 NA 1679 774 568 224
1547334000.0 10005.0 NA 196 656 91 0 NA 489 815 134 0 NA 796 987 191 1322 NA 633 909 272 1350
1547334000.0 10024.1 NA 243 271 0 NA NA 474 364 0 NA NA 791 470 214 NA NA 680 433 225 NA
1547334000.0 10024.3 NA 243 253 0 NA NA 476 338 0 NA NA 903 470 182 NA NA 594 401 189 NA
1547334000.0 10024.5 NA 217 272 0 NA NA 483 379 0 NA NA 881 461 215 NA NA 987 436 224 NA
1547334000.0 1003.0 NA 410 0 NA NA NA 509 0 NA NA NA 2388 387 NA NA NA 1110 427 NA NA
1547334000.0 101.0 83 NA NA NA NA 151 NA NA NA NA 744 NA NA NA NA 766 NA NA NA NA
1547334000.0 1010.0 NA 24 73 0 NA NA 75 122 0 NA NA 14 100 23 NA NA 51 119 33 NA
1547334000.0 102.0 85 NA NA NA NA 151 NA NA NA NA 554 NA NA NA NA 581 NA NA NA NA
1547334000.0 1020.0 NA 35 NA NA NA NA 115 NA NA NA NA 62 NA NA NA NA 340 NA NA NA
1547334000.0 103.0 43 0 0 NA NA 91 0 0 NA NA 679 202 339 NA NA 648 117 534 NA NA
1547334000.0 1030.0 NA 153 35 0 NA NA 246 84 0 NA NA 1773 57 2 NA NA 1077 151 22 NA
1547334000.0 105.0 97 82 26 NA NA 186 369 67 NA NA 1593 489 3 NA NA 922 460 21 NA NA
1547334000.0 106.0 43 0 0 NA NA 91 0 0 NA NA 643 235 308 NA NA 429 167 414 NA NA
1547334000.0 107.0 101 94 467 NA NA 188 362 556 NA NA 3567 406 596 NA NA 1975 407 556 NA NA
1547334000.0 111.0 95 89 467 NA NA 185 362 568 NA NA 1813 342 540 NA NA 1225 518 567 NA NA
1547334000.0 115.0 102 93 465 NA NA 190 362 566 NA NA 3550 463 622 NA NA 1902 405 608 NA NA
1547334000.0 117.0 102 94 457 NA NA 192 362 554 NA NA 3879 416 780 NA NA 1779 415 815 NA NA
1547334000.0 119.0 101 91 458 NA NA 190 362 577 NA NA 3188 429 605 NA NA 1711 369 649 NA NA
1547334000.0 120.0 68 86 454 NA NA 145 362 577 NA NA 720 369 649 NA NA 623 324 907 NA NA
1547334000.0 122.0 54 82 446 NA NA 108 362 523 NA NA 625 436 472 NA NA 625 384 526 NA NA
1547334000.0 123.1 331 NA NA NA NA 504 NA NA NA NA 905 NA NA NA NA 583 NA NA NA NA
1547334000.0 123.2 360 NA NA NA NA 499 NA NA NA NA 905 NA NA NA NA 605 NA NA NA NA
1547334000.0 123.3 275 NA NA NA NA 495 NA NA NA NA 867 NA NA NA NA 743 NA NA NA NA
1547334000.0 124.1 338 NA NA NA NA 503 NA NA NA NA 802 NA NA NA NA 558 NA NA NA NA
1547334000.0 124.2 353 NA NA NA NA 496 NA NA NA NA 851 NA NA NA NA 644 NA NA NA NA
1547334000.0 124.4 326 NA NA NA NA 495 NA NA NA NA 874 NA NA NA NA 1022 NA NA NA NA
1547334000.0 124.5 342 NA NA NA NA 495 NA NA NA NA 873 NA NA NA NA 715 NA NA NA NA
1547334000.0 124.6 276 NA NA NA NA 503 NA NA NA NA 644 NA NA NA NA 611 NA NA NA NA
1547334000.0 126.0 71 84 455 NA NA 149 369 558 NA NA 1353 454 569 NA NA 781 304 653 NA NA
1547334000.0 127.0 64 88 458 NA NA 125 361 552 NA NA 1095 319 532 NA NA 708 316 552 NA NA
1547334000.0 128.0 62 87 453 NA NA 123 369 544 NA NA 683 392 542 NA NA 566 373 702 NA NA
1547334000.0 129.0 63 86 454 NA NA 123 370 560 NA NA 773 353 500 NA NA 640 362 608 NA NA
1547334000.0 130.0 65 87 458 NA NA 127 361 550 NA NA 818 336 507 NA NA 793 317 525 NA NA
1547334000.0 1301.0 88 96 180 NA NA 151 376 288 NA NA 1630 454 326 NA NA 1160 412 440 NA NA
1547334000.0 1302.0 104 103 209 NA NA 167 375 281 NA NA 4176 512 479 NA NA 1940 442 580 NA NA
1547334000.0 1303.0 95 104 192 NA NA 159 374 290 NA NA 7376 487 557 NA NA 3494 492 553 NA NA
1547334000.0 1307.0 NA 94 181 42 0 NA 382 262 88 0 NA 404 331 13 115 NA 733 638 207 303
1547334000.0 1308.0 NA 94 175 44 0 NA 381 251 87 0 NA 361 281 11 111 NA 519 389 36 143
1547334000.0 131.0 65 86 421 NA NA 127 361 560 NA NA 1365 365 621 NA NA 794 404 1108 NA NA
1547334000.0 1325.1 NA 110 220 0 NA NA 389 286 0 NA NA 514 425 169 NA NA 625 522 187 NA
1547334000.0 1325.3 NA 107 210 0 NA NA 385 283 0 NA NA 494 387 159 NA NA 567 367 173 NA
1547334000.0 1325.5 NA 141 0 NA NA NA 203 0 NA NA NA 638 18 NA NA NA 387 35 NA NA
1547334000.0 133.0 100 97 470 NA NA 192 362 559 NA NA 5494 480 767 NA NA 2642 412 666 NA NA
1547334000.0 134.813 NA 182 61 0 NA NA 272 111 0 NA NA 594 69 117 NA NA 455 66 203 NA
1547334000.0 135.1 327 0 105 NA NA 508 0 154 NA NA 1018 140 176 NA NA 837 150 210 NA NA
1547334000.0 135.11 379 0 102 NA NA 515 0 157 NA NA 1179 126 200 NA NA 809 137 305 NA NA
1547334000.0 135.12 372 0 97 NA NA 511 0 154 NA NA 658 129 146 NA NA 655 143 248 NA NA
1547334000.0 135.13 348 0 NA NA NA 552 0 NA NA NA 902 147 NA NA NA 580 156 NA NA NA
1547334000.0 135.2 289 0 94 NA NA 514 0 152 NA NA 508 113 135 NA NA 705 143 201 NA NA
1547334000.0 135.3 290 0 96 NA NA 514 0 152 NA NA 495 112 138 NA NA 583 138 286 NA NA
1547334000.0 135.4 367 0 95 NA NA 508 0 154 NA NA 670 130 147 NA NA 749 153 331 NA NA
1547334000.0 135.5 365 0 95 NA NA 515 0 153 NA NA 667 125 156 NA NA 696 142 400 NA NA
1547334000.0 135.6 274 0 91 NA NA 516 0 153 NA NA 870 129 208 NA NA 963 151 694 NA NA
1547334000.0 135.7 371 0 96 NA NA 515 0 155 NA NA 663 127 147 NA NA 913 141 194 NA NA
1547334000.0 135.8 155 NA NA NA NA 236 NA NA NA NA 539 NA NA NA NA 779 NA NA NA NA
1547334000.0 135.9 304 0 93 NA NA 515 0 151 NA NA 932 120 130 NA NA 1074 151 273 NA NA
1547334000.0 136.724 NA 61 568 0 NA NA 133 689 0 NA NA 558 8131 703 NA NA 369 2607 721 NA
1547334000.0 136.733 NA 195 69 0 NA NA 301 119 0 NA NA 680 286 118 NA NA 648 431 196 NA
