Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1547028000.0 1.0 101 85 142 NA NA NA NA NA 186 361 250 NA NA NA NA NA 1327 391 281 NA NA NA NA NA 1078 374 356 NA NA NA NA NA
1547028000.0 10.0 NA 130 493 0 NA NA NA NA NA 377 572 0 NA NA NA NA NA 2231 1782 326 NA NA NA NA NA 898 839 334 NA NA NA NA
1547028000.0 1000.0 NA 460 161 0 52 NA NA NA NA 580 250 0 91 NA NA NA NA 2083 872 456 131 NA NA NA NA 1693 625 493 204 NA NA NA
1547028000.0 10001.0 NA 194 659 85 0 NA NA NA NA 490 815 133 0 NA NA NA NA 969 1140 210 1540 NA NA NA NA 1110 1049 269 1556 NA NA NA
1547028000.0 10002.0 NA 219 656 82 0 NA NA NA NA 475 815 134 0 NA NA NA NA 679 925 238 1280 NA NA NA NA 598 1353 514 1394 NA NA NA
1547028000.0 10003.0 NA 202 658 85 0 NA NA NA NA 490 816 135 0 NA NA NA NA 841 1177 210 1442 NA NA NA NA 1067 1057 277 1459 NA NA NA
1547028000.0 10004.0 NA 195 655 85 0 NA NA NA NA 483 818 133 0 NA NA NA NA 1397 1057 212 1542 NA NA NA NA 979 1039 276 1563 NA NA NA
1547028000.0 10005.0 NA 210 657 82 0 NA NA NA NA 489 819 134 0 NA NA NA NA 725 1012 193 1408 NA NA NA NA 664 905 253 1439 NA NA NA
1547028000.0 10006.0 NA 193 546 90 0 NA NA NA NA 474 819 134 0 NA NA NA NA 609 990 167 1304 NA NA NA NA 652 1628 275 1329 NA NA NA
1547028000.0 10007.0 NA 194 657 95 0 NA NA NA NA 481 817 143 0 NA NA NA NA 685 946 194 1282 NA NA NA NA 591 1310 289 1304 NA NA NA
1547028000.0 10008.0 NA 197 657 92 0 NA NA NA NA 481 811 143 0 NA NA NA NA 707 940 194 1283 NA NA NA NA 596 1306 310 1301 NA NA NA
1547028000.0 10009.0 NA 199 556 96 0 NA NA NA NA 487 818 143 0 NA NA NA NA 720 1048 184 1344 NA NA NA NA 516 1662 314 1847 NA NA NA
1547028000.0 1001.0 NA 454 388 0 0 0 0 0 NA 560 463 0 0 0 0 0 NA 1728 508 5 20 314 24 364 NA 867 477 10 26 313 32 366
1547028000.0 1002.0 NA 480 75 NA NA NA NA NA NA 550 124 NA NA NA NA NA NA 2056 331 NA NA NA NA NA NA 1030 220 NA NA NA NA NA
1547028000.0 10023.0 NA 193 659 82 0 NA NA NA NA 482 818 132 0 NA NA NA NA 664 911 172 1325 NA NA NA NA 773 1738 632 1354 NA NA NA
1547028000.0 10024.0 NA 228 682 102 0 NA NA NA NA 480 839 145 0 NA NA NA NA 985 1467 217 1395 NA NA NA NA 709 1136 317 1424 NA NA NA
1547028000.0 10024.1 NA 246 266 0 NA NA NA NA NA 476 371 0 NA NA NA NA NA 769 461 171 NA NA NA NA NA 495 477 181 NA NA NA NA
1547028000.0 10024.2 NA 240 681 0 NA NA NA NA NA 486 837 0 NA NA NA NA NA 894 1408 1571 NA NA NA NA NA 1280 1089 1621 NA NA NA NA
1547028000.0 10024.3 NA 243 247 0 NA NA NA NA NA 475 339 0 NA NA NA NA NA 814 420 152 NA NA NA NA NA 578 381 162 NA NA NA NA
1547028000.0 10024.4 NA 243 687 0 NA NA NA NA NA 478 837 0 NA NA NA NA NA 773 1212 1309 NA NA NA NA NA 1079 912 1336 NA NA NA NA
1547028000.0 10024.5 NA 231 279 0 NA NA NA NA NA 482 367 0 NA NA NA NA NA 797 470 190 NA NA NA NA NA 732 428 196 NA NA NA NA
1547028000.0 10024.6 NA 245 672 0 NA NA NA NA NA 483 831 0 NA NA NA NA NA 816 1214 1329 NA NA NA NA NA 964 1318 1371 NA NA NA NA
1547028000.0 10025.0 NA 229 609 82 0 NA NA NA NA 487 817 135 0 NA NA NA NA 741 1187 181 1308 NA NA NA NA 594 1308 316 1333 NA NA NA
1547028000.0 10026.0 NA 214 673 84 0 NA NA NA NA 475 842 135 0 NA NA NA NA 1056 1546 210 1420 NA NA NA NA 772 1083 300 1535 NA NA NA
1547028000.0 1003.0 NA 418 0 NA NA NA NA NA NA 493 0 NA NA NA NA NA NA 2565 429 NA NA NA NA NA NA 1097 446 NA NA NA NA NA
1547028000.0 1004.0 NA 354 364 0 0 0 0 NA NA 447 445 0 0 0 0 NA NA 617 463 8 25 454 447 NA NA 1009 498 22 31 464 452 NA
1547028000.0 10042.0 NA 223 670 93 0 NA NA NA NA 483 821 145 0 NA NA NA NA 679 1044 192 1334 NA NA NA NA 568 811 229 1878 NA NA NA
1547028000.0 10059.0 NA 229 676 100 0 NA NA NA NA 485 836 143 0 NA NA NA NA 1138 2055 244 1530 NA NA NA NA 1114 1388 358 1557 NA NA NA
1547028000.0 10071.0 NA 220 674 101 0 NA NA NA NA 475 829 144 0 NA NA NA NA 801 1254 197 1278 NA NA NA NA 610 921 262 1325 NA NA NA
1547028000.0 101.0 81 NA NA NA NA NA NA NA 151 NA NA NA NA NA NA NA 837 NA NA NA NA NA NA NA 907 NA NA NA NA NA NA NA
1547028000.0 1010.0 NA 23 69 0 NA NA NA NA NA 75 122 0 NA NA NA NA NA 12 101 32 NA NA NA NA NA 53 148 39 NA NA NA NA
1547028000.0 102.0 81 NA NA NA NA NA NA NA 151 NA NA NA NA NA NA NA 674 NA NA NA NA NA NA NA 910 NA NA NA NA NA NA NA
1547028000.0 1020.0 NA 39 NA NA NA NA NA NA NA 111 NA NA NA NA NA NA NA 63 NA NA NA NA NA NA NA 139 NA NA NA NA NA NA
1547028000.0 10224.0 NA 356 950 0 NA NA NA NA NA 521 1152 0 NA NA NA NA NA 4379 4997 1368 NA NA NA NA NA 9841 3449 1414 NA NA NA NA
1547028000.0 10225.0 NA 327 986 0 NA NA NA NA NA 537 1159 0 NA NA NA NA NA 4043 4849 1378 NA NA NA NA NA 11370 2233 1511 NA NA NA NA
1547028000.0 103.0 43 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 614 154 314 NA NA NA NA NA 915 114 451 NA NA NA NA NA
1547028000.0 1030.0 NA 153 43 0 NA NA NA NA NA 257 84 0 NA NA NA NA NA 1787 46 3 NA NA NA NA NA 1102 41 270 NA NA NA NA
1547028000.0 10424.0 NA 217 679 0 NA NA NA NA NA 481 833 0 NA NA NA NA NA 982 1366 1481 NA NA NA NA NA 1245 1073 1611 NA NA NA NA
1547028000.0 105.0 99 95 26 NA NA NA NA NA 186 369 67 NA NA NA NA NA 1706 506 4 NA NA NA NA NA 1041 385 10 NA NA NA NA NA
1547028000.0 106.0 47 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 561 203 320 NA NA NA NA NA 552 147 468 NA NA NA NA NA
1547028000.0 107.0 100 89 463 NA NA NA NA NA 187 369 557 NA NA NA NA NA 3207 450 495 NA NA NA NA NA 1751 341 481 NA NA NA NA NA
1547028000.0 108.0 102 94 466 NA NA NA NA NA 185 369 563 NA NA NA NA NA 3610 386 604 NA NA NA NA NA 1676 510 498 NA NA NA NA NA
1547028000.0 10823.0 74 195 662 89 0 NA NA NA 124 475 813 133 0 NA NA NA 1472 684 919 167 1359 NA NA NA 950 589 785 192 1382 NA NA NA
1547028000.0 10824.0 78 228 687 102 0 NA NA NA 138 476 832 145 0 NA NA NA 4053 809 1194 205 1352 NA NA NA 2373 639 838 227 1374 NA NA NA
1547028000.0 10825.0 72 221 671 92 0 NA NA NA 129 474 825 133 0 NA NA NA 3504 887 1292 351 1500 NA NA NA 1852 764 1148 647 1930 NA NA NA
