Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1547416800.0 1.0 81 122 221 NA NA NA NA 191 597 326 NA NA NA NA 2662 478 1098 NA NA NA NA 1929 407 1488 NA NA NA NA
1547416800.0 10.0 NA 144 315 0 NA NA NA NA 605 471 0 NA NA NA NA 2281 3180 584 NA NA NA NA 1504 2131 698 NA NA NA
1547416800.0 1000.0 NA 299 208 0 61 NA NA NA 452 282 0 108 NA NA NA 2721 1188 710 348 NA NA NA 1729 1067 819 802 NA NA
1547416800.0 10002.0 NA 180 365 0 85 NA NA NA 610 558 0 127 NA NA NA 650 1596 1018 273 NA NA NA 469 1718 1154 446 NA NA
1547416800.0 10003.0 NA 183 367 0 82 NA NA NA 609 554 0 130 NA NA NA 726 1748 973 377 NA NA NA 678 1807 1107 865 NA NA
1547416800.0 10004.0 NA 177 341 0 83 NA NA NA 611 572 0 133 NA NA NA 681 1447 912 229 NA NA NA 463 1916 1046 369 NA NA
1547416800.0 10007.0 NA 178 359 0 75 NA NA NA 611 575 0 131 NA NA NA 674 1645 998 324 NA NA NA 541 1899 1089 1532 NA NA
1547416800.0 10008.0 NA 167 390 0 86 NA NA NA 609 541 0 127 NA NA NA 753 1644 1030 283 NA NA NA 643 1799 2264 386 NA NA
1547416800.0 10009.0 NA 177 379 0 75 NA NA NA 608 572 0 124 NA NA NA 739 1750 973 257 NA NA NA 673 1794 1055 381 NA NA
1547416800.0 1001.2 NA 369 134 0 NA NA NA NA 590 217 0 NA NA NA NA 13134 1684 106 NA NA NA NA 6253 1330 415 NA NA NA
1547416800.0 1002.0 NA 315 94 NA NA NA NA NA 449 139 NA NA NA NA NA 3753 445 NA NA NA NA NA 3006 353 NA NA NA NA
1547416800.0 10023.0 NA 179 367 0 76 NA NA NA 574 574 0 125 NA NA NA 697 1619 1020 359 NA NA NA 639 1769 1827 371 NA NA
1547416800.0 10024.1 NA 189 187 0 NA NA NA NA 610 345 0 NA NA NA NA 1140 1193 552 NA NA NA NA 845 1544 864 NA NA NA
1547416800.0 10024.2 NA 187 387 0 NA NA NA NA 610 570 0 NA NA NA NA 764 1768 1022 NA NA NA NA 619 1667 1200 NA NA NA
1547416800.0 10024.3 NA 187 185 0 NA NA NA NA 610 346 0 NA NA NA NA 1182 1164 458 NA NA NA NA 828 1451 650 NA NA NA
1547416800.0 10024.4 NA 181 370 0 NA NA NA NA 611 572 0 NA NA NA NA 921 1849 933 NA NA NA NA 633 1870 1002 NA NA NA
