Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1547157600.0 1.0 70 75 167 NA NA NA NA NA NA 118 116 224 NA NA NA NA NA NA 3191 713 1834 NA NA NA NA NA NA 4981 846 2082 NA NA NA NA NA NA
1547157600.0 10.0 NA 107 254 0 NA NA NA NA NA NA 185 323 0 NA NA NA NA NA NA 4868 7252 1316 NA NA NA NA NA NA 6235 10147 1416 NA NA NA NA NA
1547157600.0 1000.0 NA 259 153 0 58 NA NA NA NA NA 356 264 0 86 NA NA NA NA NA 6420 3128 1948 684 NA NA NA NA NA 8083 3983 2202 825 NA NA NA NA
1547157600.0 10001.0 NA 103 300 0 72 NA NA NA NA NA 183 362 0 109 NA NA NA NA NA 1854 3504 2542 553 NA NA NA NA NA 2132 4309 2754 853 NA NA NA NA
1547157600.0 10002.0 NA 100 296 0 72 NA NA NA NA NA 183 362 0 109 NA NA NA NA NA 1359 3601 2569 588 NA NA NA NA NA 1670 4536 2802 906 NA NA NA NA
1547157600.0 10003.0 NA 128 320 0 77 NA NA NA NA NA 188 370 0 111 NA NA NA NA NA 1015 3685 2779 588 NA NA NA NA NA 1223 8649 3294 771 NA NA NA NA
1547157600.0 10004.0 NA 99 295 0 72 NA NA NA NA NA 183 362 0 109 NA NA NA NA NA 1547 3496 2555 523 NA NA NA NA NA 1806 4408 2848 660 NA NA NA NA
1547157600.0 10005.0 NA 103 298 0 72 NA NA NA NA NA 183 362 0 109 NA NA NA NA NA 1806 3519 2533 572 NA NA NA NA NA 2080 4394 2795 872 NA NA NA NA
1547157600.0 10006.0 NA 103 297 0 72 NA NA NA NA NA 185 360 0 109 NA NA NA NA NA 1851 3440 2547 573 NA NA NA NA NA 2217 4064 2880 843 NA NA NA NA
1547157600.0 10007.0 NA 102 296 0 74 NA NA NA NA NA 185 362 0 109 NA NA NA NA NA 1692 3696 2585 528 NA NA NA NA NA 1972 4609 2996 635 NA NA NA NA
1547157600.0 10008.0 NA 102 302 0 81 NA NA NA NA NA 185 362 0 109 NA NA NA NA NA 1863 3706 2556 578 NA NA NA NA NA 2703 4743 2869 902 NA NA NA NA
1547157600.0 10009.0 NA 110 321 0 89 NA NA NA NA NA 188 371 0 111 NA NA NA NA NA 1191 3834 2847 587 NA NA NA NA NA 1852 6594 3097 781 NA NA NA NA
1547157600.0 1001.0 NA 243 132 0 0 0 0 0 0 NA 321 152 0 0 0 0 0 0 NA 6380 1397 231 156 270 525 255 566 NA 7231 1630 315 224 331 571 313 628
1547157600.0 1001.2 NA 302 130 0 NA NA NA NA NA NA 384 166 0 NA NA NA NA NA NA 44853 4786 329 NA NA NA NA NA NA 47907 5504 418 NA NA NA NA NA
1547157600.0 1002.0 NA 258 69 NA NA NA NA NA NA NA 351 114 NA NA NA NA NA NA NA 6744 955 NA NA NA NA NA NA NA 7692 1043 NA NA NA NA NA NA
1547157600.0 10023.0 NA 100 298 0 81 NA NA NA NA NA 183 363 0 109 NA NA NA NA NA 1635 3527 2584 550 NA NA NA NA NA 1869 4487 2799 839 NA NA NA NA
1547157600.0 10024.0 NA 132 338 0 78 NA NA NA NA NA 192 376 0 112 NA NA NA NA NA 1354 4617 2893 640 NA NA NA NA NA 1578 5189 3214 880 NA NA NA NA
1547157600.0 10024.1 NA 112 164 0 NA NA NA NA NA NA 189 210 0 NA NA NA NA NA NA 2119 1811 812 NA NA NA NA NA NA 2954 2226 873 NA NA NA NA NA
1547157600.0 10024.2 NA 126 319 0 NA NA NA NA NA NA 192 373 0 NA NA NA NA NA NA 1351 4613 2853 NA NA NA NA NA NA 1595 5166 3061 NA NA NA NA NA
1547157600.0 10024.3 NA 107 157 0 NA NA NA NA NA NA 189 201 0 NA NA NA NA NA NA 1230 1680 722 NA NA NA NA NA NA 1547 1886 780 NA NA NA NA NA
1547157600.0 10024.4 NA 131 319 0 NA NA NA NA NA NA 192 372 0 NA NA NA NA NA NA 1331 4551 2800 NA NA NA NA NA NA 1568 5061 3045 NA NA NA NA NA
1547157600.0 10024.5 NA 108 86 0 NA NA NA NA NA NA 189 124 0 NA NA NA NA NA NA 1796 1078 267 NA NA NA NA NA NA 2047 1351 290 NA NA NA NA NA
1547157600.0 10025.0 NA 105 303 0 73 NA NA NA NA NA 186 365 0 109 NA NA NA NA NA 1465 3809 2631 518 NA NA NA NA NA 2616 4992 2971 625 NA NA NA NA
1547157600.0 10026.0 NA 123 325 0 84 NA NA NA NA NA 199 388 0 112 NA NA NA NA NA 1455 5602 2918 624 NA NA NA NA NA 2166 6121 3150 796 NA NA NA NA
1547157600.0 1003.0 NA 243 0 NA NA NA NA NA NA NA 312 0 NA NA NA NA NA NA NA 6947 1477 NA NA NA NA NA NA NA 8844 1694 NA NA NA NA NA NA
1547157600.0 1004.0 NA 192 96 0 0 0 0 NA NA NA 271 131 0 0 0 0 NA NA NA 2048 537 152 254 547 460 NA NA NA 3270 747 213 291 588 518 NA NA
1547157600.0 10042.0 NA 112 323 0 80 NA NA NA NA NA 189 371 0 112 NA NA NA NA NA 1246 3968 2872 588 NA NA NA NA NA 1795 4557 3073 767 NA NA NA NA
1547157600.0 10059.0 NA 133 325 0 84 NA NA NA NA NA 197 387 0 112 NA NA NA NA NA 1532 6348 2887 618 NA NA NA NA NA 1800 7007 3082 785 NA NA NA NA
1547157600.0 10071.0 NA 115 324 0 84 NA NA NA NA NA 191 377 0 112 NA NA NA NA NA 1310 4478 2876 622 NA NA NA NA NA 1550 5288 3382 817 NA NA NA NA
1547157600.0 101.0 89 NA NA NA NA NA NA NA NA 146 NA NA NA NA NA NA NA NA 2033 NA NA NA NA NA NA NA NA 2686 NA NA NA NA NA NA NA NA
1547157600.0 1010.0 NA 29 52 0 NA NA NA NA NA NA 100 75 0 NA NA NA NA NA NA 244 293 210 NA NA NA NA NA NA 567 575 325 NA NA NA NA NA
1547157600.0 102.0 93 NA NA NA NA NA NA NA NA 146 NA NA NA NA NA NA NA NA 1745 NA NA NA NA NA NA NA NA 2403 NA NA NA NA NA NA NA NA
1547157600.0 1020.0 NA 55 38 0 53 NA NA NA NA NA 112 59 0 114 NA NA NA NA NA 551 213 142 558 NA NA NA NA NA 820 369 316 864 NA NA NA NA
1547157600.0 10224.0 NA 172 373 0 NA NA NA NA NA NA 255 480 0 NA NA NA NA NA NA 7246 9148 2723 NA NA NA NA NA NA 9188 10669 2924 NA NA NA NA NA
1547157600.0 10225.0 NA 171 371 0 NA NA NA NA NA NA 255 476 0 NA NA NA NA NA NA 6510 8923 2736 NA NA NA NA NA NA 7415 10258 2981 NA NA NA NA NA
1547157600.0 103.0 59 0 0 NA NA NA NA NA NA 93 0 0 NA NA NA NA NA NA 1073 281 2573 NA NA NA NA NA NA 1864 348 2834 NA NA NA NA NA NA
1547157600.0 1030.0 NA 142 45 0 0 NA NA NA NA NA 226 81 0 0 NA NA NA NA NA 21001 580 128 99 NA NA NA NA NA 23587 648 667 276 NA NA NA NA
1547157600.0 1040.0 NA 262 30 0 NA NA NA NA NA NA 349 61 0 NA NA NA NA NA NA 29956 368 313 NA NA NA NA NA NA 32769 409 369 NA NA NA NA NA
1547157600.0 1040.1 NA 67 38 0 NA NA NA NA NA NA 143 61 0 NA NA NA NA NA NA 1211 312 375 NA NA NA NA NA NA 1827 565 813 NA NA NA NA NA
1547157600.0 10424.0 NA 125 305 0 NA NA NA NA NA NA 188 370 0 NA NA NA NA NA NA 1844 4056 2653 NA NA NA NA NA NA 2441 5487 3004 NA NA NA NA NA
1547157600.0 105.0 65 77 32 NA NA NA NA NA NA 118 118 63 NA NA NA NA NA NA 3085 790 214 NA NA NA NA NA NA 3870 941 243 NA NA NA NA NA NA
1547157600.0 106.0 49 0 0 NA NA NA NA NA NA 93 0 0 NA NA NA NA NA NA 1065 314 2542 NA NA NA NA NA NA 1609 768 3181 NA NA NA NA NA NA
1547157600.0 107.0 68 85 262 NA NA NA NA NA NA 122 121 313 NA NA NA NA NA NA 8056 956 3713 NA NA NA NA NA NA 8822 1178 4601 NA NA NA NA NA NA
1547157600.0 108.0 65 78 246 NA NA NA NA NA NA 121 119 308 NA NA NA NA NA NA 8193 941 3663 NA NA NA NA NA NA 9233 1193 4370 NA NA NA NA NA NA
1547157600.0 10801.0 NA 188 329 0 82 125 NA NA NA NA 287 390 0 116 172 NA NA NA NA 3337 3928 4969 977 1736 NA NA NA NA 3903 5188 5739 1227 2052 NA NA NA
1547157600.0 10802.0 NA 187 333 0 82 129 NA NA NA NA 288 390 0 116 171 NA NA NA NA 3940 4154 4916 1003 1834 NA NA NA NA 4731 5306 5310 1366 2113 NA NA NA
1547157600.0 10803.0 NA 190 336 0 97 130 NA NA NA NA 289 393 0 116 172 NA NA NA NA 3771 4217 4946 1017 1844 NA NA NA NA 4606 5433 5306 1432 2179 NA NA NA
1547157600.0 10804.0 NA 183 331 0 81 127 NA NA NA NA 287 390 0 116 171 NA NA NA NA 3824 4044 4839 1141 1813 NA NA NA NA 4396 5244 5277 1473 2083 NA NA NA
1547157600.0 10805.0 NA 182 329 0 97 127 NA NA NA NA 287 390 0 116 171 NA NA NA NA 3926 4004 4835 1023 1813 NA NA NA NA 4977 5232 5329 1439 2068 NA NA NA
1547157600.0 10806.0 NA 187 327 0 82 118 NA NA NA NA 287 388 0 116 165 NA NA NA NA 4945 3871 4939 975 1780 NA NA NA NA 5815 5106 5731 1222 2166 NA NA NA
1547157600.0 10807.0 NA 189 329 0 92 133 NA NA NA NA 288 391 0 128 174 NA NA NA NA 4656 4185 4848 1042 1783 NA NA NA NA 5267 5241 5184 1324 2053 NA NA NA
1547157600.0 10808.0 NA 190 329 0 91 129 NA NA NA NA 288 391 0 127 171 NA NA NA NA 4736 4192 4843 1126 1798 NA NA NA NA 5341 5172 5164 1465 2047 NA NA NA
1547157600.0 10809.0 NA 189 332 0 92 128 NA NA NA NA 288 394 0 127 172 NA NA NA NA 3732 4336 4897 1194 1816 NA NA NA NA 4893 5630 5311 1541 2065 NA NA NA
1547157600.0 10823.0 NA 182 327 0 82 121 NA NA NA NA 287 390 0 116 165 NA NA NA NA 3901 3901 4868 1157 1788 NA NA NA NA 4711 4994 5253 1478 2041 NA NA NA
1547157600.0 10824.0 NA 195 338 0 93 132 NA NA NA NA 294 399 0 128 173 NA NA NA NA 3681 4643 4978 1094 1820 NA NA NA NA 4383 5722 5358 1392 2093 NA NA NA
1547157600.0 10824.1 NA 193 179 0 NA NA NA NA NA NA 294 219 0 NA NA NA NA NA NA 4304 2054 832 NA NA NA NA NA NA 5084 2743 957 NA NA NA NA NA
1547157600.0 10824.5 NA 200 100 0 NA NA NA NA NA NA 294 137 0 NA NA NA NA NA NA 4908 1431 278 NA NA NA NA NA NA 6249 1624 303 NA NA NA NA NA
1547157600.0 10824.6 NA 195 338 0 93 129 NA NA NA NA 294 399 0 128 173 NA NA NA NA 4795 4593 4966 1083 1857 NA NA NA NA 5960 5649 5272 1398 2134 NA NA NA
1547157600.0 10825.0 NA 188 330 0 95 128 NA NA NA NA 290 394 0 116 171 NA NA NA NA 5077 4161 5034 1048 1820 NA NA NA NA 6385 5238 5476 1480 2108 NA NA NA
1547157600.0 10826.0 NA 201 340 0 96 133 NA NA NA NA 301 409 0 127 173 NA NA NA NA 4149 5204 5068 1083 1834 NA NA NA NA 5140 6213 5428 1643 2117 NA NA NA
1547157600.0 10842.0 NA 189 337 0 92 126 NA NA NA NA 290 394 0 128 172 NA NA NA NA 4801 4359 5012 1031 1784 NA NA NA NA 5948 5397 5394 1415 2209 NA NA NA
1547157600.0 10859.0 NA 204 340 0 92 129 NA NA NA NA 303 409 0 127 173 NA NA NA NA 4018 6371 5043 1049 1910 NA NA NA NA 4773 7706 5416 1459 2324 NA NA NA
1547157600.0 10871.0 NA 199 338 0 91 128 NA NA NA NA 303 407 0 127 173 NA NA NA NA 3664 4883 4990 1074 1770 NA NA NA NA 4613 6061 5331 1498 2199 NA NA NA
1547157600.0 109.0 66 79 247 NA NA NA NA NA NA 121 120 308 NA NA NA NA NA NA 8158 953 3629 NA NA NA NA NA NA 8851 1293 4386 NA NA NA NA NA NA
1547157600.0 11.0 NA 99 267 0 73 NA NA NA NA NA 173 331 0 101 NA NA NA NA NA 4648 3801 1678 490 NA NA NA NA NA 5042 4241 1831 1003 NA NA NA NA
1547157600.0 110.0 59 77 246 NA NA NA NA NA NA 107 115 305 NA NA NA NA NA NA 1357 778 2955 NA NA NA NA NA NA 2143 1044 3776 NA NA NA NA NA NA
1547157600.0 1102.0 NA 106 258 131 81 NA NA NA NA NA 184 321 180 129 NA NA NA NA NA 5484 9025 3636 723 NA NA NA NA NA 6161 10161 4141 790 NA NA NA NA
1547157600.0 11024.0 NA 289 432 0 128 NA NA NA NA NA 383 543 0 174 NA NA NA NA NA 14338 13662 5173 1853 NA NA NA NA NA 16578 15890 5649 2221 NA NA NA NA
1547157600.0 11024.2 NA 289 436 0 126 NA NA NA NA NA 384 545 0 174 NA NA NA NA NA 14314 13140 5159 1868 NA NA NA NA NA 16807 14768 5652 2303 NA NA NA NA
1547157600.0 11024.3 NA 285 435 0 128 NA NA NA NA NA 384 544 0 174 NA NA NA NA NA 13246 13124 5071 1906 NA NA NA NA NA 15432 15028 5947 2441 NA NA NA NA
1547157600.0 11024.6 NA 288 432 0 127 NA NA NA NA NA 383 540 0 173 NA NA NA NA NA 14117 13154 5195 1848 NA NA NA NA NA 16130 15193 5711 2253 NA NA NA NA
1547157600.0 11025.0 NA 286 435 0 126 NA NA NA NA NA 383 543 0 172 NA NA NA NA NA 14053 12099 5091 1839 NA NA NA NA NA 16205 13638 5613 2192 NA NA NA NA
1547157600.0 111.0 65 79 250 NA NA NA NA NA NA 118 118 306 NA NA NA NA NA NA 2796 648 3113 NA NA NA NA NA NA 3116 832 4036 NA NA NA NA NA NA
1547157600.0 112.0 69 95 261 NA NA NA NA NA NA 121 120 312 NA NA NA NA NA NA 5627 939 3560 NA NA NA NA NA NA 6033 1131 4057 NA NA NA NA NA NA
1547157600.0 11224.0 NA 190 334 0 NA NA NA NA NA NA 288 399 0 NA NA NA NA NA NA 4420 4411 5041 NA NA NA NA NA NA 5610 4673 5357 NA NA NA NA NA
1547157600.0 11224.6 NA 191 330 0 NA NA NA NA NA NA 288 399 0 NA NA NA NA NA NA 3528 4481 4975 NA NA NA NA NA NA 4526 4769 5251 NA NA NA NA NA
1547157600.0 113.0 72 86 260 NA NA NA NA NA NA 120 119 312 NA NA NA NA NA NA 5668 933 3575 NA NA NA NA NA NA 6068 1092 4333 NA NA NA NA NA NA
1547157600.0 114.0 69 98 261 NA NA NA NA NA NA 121 120 312 NA NA NA NA NA NA 6451 972 3577 NA NA NA NA NA NA 7414 1140 4370 NA NA NA NA NA NA
1547157600.0 115.0 69 86 261 NA NA NA NA NA NA 121 121 312 NA NA NA NA NA NA 6341 990 3655 NA NA NA NA NA NA 6754 1342 4187 NA NA NA NA NA NA
1547157600.0 116.0 70 86 260 NA NA NA NA NA NA 122 121 312 NA NA NA NA NA NA 7296 1004 3809 NA NA NA NA NA NA 8738 1195 4469 NA NA NA NA NA NA
1547157600.0 11623.0 65 128 322 0 78 NA NA NA NA 103 152 372 0 111 NA NA NA NA 2517 1193 3871 2870 575 NA NA NA NA 3383 1392 4594 3074 767 NA NA NA NA
1547157600.0 11624.0 61 108 306 0 74 NA NA NA NA 104 151 374 0 110 NA NA NA NA 8719 1339 4231 2685 547 NA NA NA NA 9506 1614 5517 3034 628 NA NA NA NA
1547157600.0 11625.0 59 108 301 0 84 NA NA NA NA 103 151 369 0 109 NA NA NA NA 5152 1422 3800 2653 555 NA NA NA NA 5710 1521 5074 2884 682 NA NA NA NA
1547157600.0 11626.0 63 111 310 0 74 NA NA NA NA 107 154 379 0 110 NA NA NA NA 13534 1451 4882 2689 576 NA NA NA NA 15086 1748 6125 2998 666 NA NA NA NA
1547157600.0 11642.0 66 116 321 0 80 NA NA NA NA 104 152 374 0 112 NA NA NA NA 2864 938 3761 2883 599 NA NA NA NA 3582 1429 8371 3335 807 NA NA NA NA
1547157600.0 117.0 66 78 248 NA NA NA NA NA NA 120 119 308 NA NA NA NA NA NA 7293 928 3468 NA NA NA NA NA NA 8264 1216 4163 NA NA NA NA NA NA
1547157600.0 118.0 70 102 266 NA NA NA NA NA NA 122 121 314 NA NA NA NA NA NA 8990 1041 4034 NA NA NA NA NA NA 10096 1219 4566 NA NA NA NA NA NA
1547157600.0 119.0 64 79 248 NA NA NA NA NA NA 118 118 306 NA NA NA NA NA NA 4164 822 3203 NA NA NA NA NA NA 5041 1114 4075 NA NA NA NA NA NA
1547157600.0 12.0 NA 104 252 0 NA NA NA NA NA NA 183 324 0 NA NA NA NA NA NA 4397 7256 1522 NA NA NA NA NA NA 4907 11990 1864 NA NA NA NA NA
1547157600.0 120.0 70 76 245 NA NA NA NA NA NA 107 115 305 NA NA NA NA NA NA 1147 723 3004 NA NA NA NA NA NA 1628 981 3615 NA NA NA NA NA NA
1547157600.0 12024.0 61 109 303 0 NA NA NA NA NA 104 151 374 0 NA NA NA NA NA 8712 1331 4239 2688 NA NA NA NA NA 9463 1595 5052 3248 NA NA NA NA NA
1547157600.0 121.0 66 78 247 NA NA NA NA NA NA 121 119 309 NA NA NA NA NA NA 7432 936 3641 NA NA NA NA NA NA 8498 1201 4331 NA NA NA NA NA NA
1547157600.0 122.0 67 75 242 NA NA NA NA NA NA 116 115 305 NA NA NA NA NA NA 1259 544 2853 NA NA NA NA NA NA 2464 1147 3769 NA NA NA NA NA NA
1547157600.0 123.1 212 NA NA NA NA NA NA NA NA 264 NA NA NA NA NA NA NA NA 2189 NA NA NA NA NA NA NA NA 3382 NA NA NA NA NA NA NA NA
1547157600.0 123.2 214 NA NA NA NA NA NA NA NA 265 NA NA NA NA NA NA NA NA 2284 NA NA NA NA NA NA NA NA 3291 NA NA NA NA NA NA NA NA
1547157600.0 123.3 193 NA NA NA NA NA NA NA NA 241 NA NA NA NA NA NA NA NA 1743 NA NA NA NA NA NA NA NA 2522 NA NA NA NA NA NA NA NA
1547157600.0 124.1 197 NA NA NA NA NA NA NA NA 256 NA NA NA NA NA NA NA NA 1751 NA NA NA NA NA NA NA NA 3044 NA NA NA NA NA NA NA NA
1547157600.0 124.2 201 NA NA NA NA NA NA NA NA 264 NA NA NA NA NA NA NA NA 2068 NA NA NA NA NA NA NA NA 3253 NA NA NA NA NA NA NA NA
1547157600.0 124.4 197 NA NA NA NA NA NA NA NA 256 NA NA NA NA NA NA NA NA 1705 NA NA NA NA NA NA NA NA 2841 NA NA NA NA NA NA NA NA
1547157600.0 124.5 199 NA NA NA NA NA NA NA NA 256 NA NA NA NA NA NA NA NA 1779 NA NA NA NA NA NA NA NA 2636 NA NA NA NA NA NA NA NA
1547157600.0 124.6 192 NA NA NA NA NA NA NA NA 241 NA NA NA NA NA NA NA NA 1785 NA NA NA NA NA NA NA NA 2758 NA NA NA NA NA NA NA NA
1547157600.0 125.0 72 102 266 NA NA NA NA NA NA 121 122 312 NA NA NA NA NA NA 5772 942 3555 NA NA NA NA NA NA 6215 1139 4060 NA NA NA NA NA NA
