Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1546941600.0 1.0 65 75 166 NA NA NA NA NA NA 118 116 224 NA NA NA NA NA NA 3057 684 1799 NA NA NA NA NA NA 3955 758 1963 NA NA NA NA NA NA
1546941600.0 10.0 NA 107 253 0 NA NA NA NA NA NA 184 322 0 NA NA NA NA NA NA 4804 7354 1275 NA NA NA NA NA NA 5818 8521 1397 NA NA NA NA NA
1546941600.0 1000.0 NA 261 153 0 52 NA NA NA NA NA 356 264 0 86 NA NA NA NA NA 6621 3118 1903 657 NA NA NA NA NA 8384 3969 2214 805 NA NA NA NA
1546941600.0 10001.0 NA 100 298 0 72 NA NA NA NA NA 182 361 0 109 NA NA NA NA NA 904 3408 2492 540 NA NA NA NA NA 1184 4030 2736 724 NA NA NA NA
1546941600.0 10002.0 NA 101 297 0 71 NA NA NA NA NA 182 361 0 109 NA NA NA NA NA 934 3581 2495 540 NA NA NA NA NA 1272 4903 2779 751 NA NA NA NA
1546941600.0 10003.0 NA 105 302 0 72 NA NA NA NA NA 185 364 0 109 NA NA NA NA NA 1280 3683 2537 559 NA NA NA NA NA 2259 4859 2791 749 NA NA NA NA
1546941600.0 10004.0 NA 100 299 0 74 NA NA NA NA NA 182 361 0 109 NA NA NA NA NA 1046 3525 2495 532 NA NA NA NA NA 1381 4438 2797 666 NA NA NA NA
1546941600.0 10005.0 NA 101 296 0 71 NA NA NA NA NA 182 361 0 109 NA NA NA NA NA 935 3560 2562 543 NA NA NA NA NA 1247 4733 2827 751 NA NA NA NA
1546941600.0 10006.0 NA 103 300 0 72 NA NA NA NA NA 185 360 0 108 NA NA NA NA NA 978 3290 2497 543 NA NA NA NA NA 1311 3844 2776 742 NA NA NA NA
1546941600.0 10007.0 NA 102 298 0 75 NA NA NA NA NA 185 362 0 109 NA NA NA NA NA 1028 3650 2587 539 NA NA NA NA NA 1424 4527 2847 641 NA NA NA NA
