Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1547071200.0 1.0 79 76 171 NA NA NA NA 118 116 224 NA NA NA NA 3075 731 1812 NA NA NA NA 4082 1225 2020 NA NA NA NA
1547071200.0 10.0 NA 113 286 0 NA NA NA NA 187 328 0 NA NA NA NA 5880 8316 1461 NA NA NA NA 6345 9070 1586 NA NA NA
1547071200.0 1000.0 NA 278 174 0 55 NA NA NA 361 268 0 88 NA NA NA 7348 3420 2000 682 NA NA NA 8099 4105 2172 825 NA NA
1547071200.0 10001.0 NA 101 301 0 71 NA NA NA 182 361 0 109 NA NA NA 1257 3333 2587 547 NA NA NA 1522 3934 2817 789 NA NA
1547071200.0 10002.0 NA 102 301 0 72 NA NA NA 183 361 0 109 NA NA NA 937 3559 2572 562 NA NA NA 1251 4655 2772 797 NA NA
1547071200.0 10003.0 NA 121 298 0 72 NA NA NA 185 364 0 109 NA NA NA 1546 3652 2518 561 NA NA NA 2158 4650 2800 851 NA NA
1547071200.0 10004.0 NA 100 299 0 77 NA NA NA 182 361 0 109 NA NA NA 1367 3478 2504 522 NA NA NA 1709 4465 2722 680 NA NA
1547071200.0 10005.0 NA 102 302 0 72 NA NA NA 182 361 0 109 NA NA NA 947 3555 2531 564 NA NA NA 1263 4976 2749 791 NA NA
1547071200.0 10006.0 NA 103 299 0 72 NA NA NA 185 360 0 108 NA NA NA 1201 3237 2505 563 NA NA NA 1491 3810 2748 799 NA NA
1547071200.0 10007.0 NA 103 302 0 72 NA NA NA 185 362 0 109 NA NA NA 1535 3581 2577 513 NA NA NA 1913 4450 2896 671 NA NA
1547071200.0 10008.0 NA 103 297 0 71 NA NA NA 185 362 0 109 NA NA NA 976 3558 2571 568 NA NA NA 1362 4430 2797 798 NA NA
1547071200.0 10009.0 NA 103 299 0 72 NA NA NA 185 364 0 109 NA NA NA 1006 3776 2599 561 NA NA NA 1434 4914 2882 795 NA NA
1547071200.0 1002.0 NA 258 69 NA NA NA NA NA 351 114 NA NA NA NA NA 6638 928 NA NA NA NA NA 7548 1002 NA NA NA NA
1547071200.0 10023.0 NA 100 298 0 71 NA NA NA 183 363 0 108 NA NA NA 1448 3507 2571 547 NA NA NA 1846 4555 2780 832 NA NA
1547071200.0 10024.1 NA 123 170 0 NA NA NA NA 189 210 0 NA NA NA NA 1227 1847 831 NA NA NA NA 1775 2312 888 NA NA NA
1547071200.0 10024.2 NA 121 301 0 NA NA NA NA 189 367 0 NA NA NA NA 1277 4264 2576 NA NA NA NA 1859 5837 2867 NA NA NA
1547071200.0 10024.3 NA 106 163 0 NA NA NA NA 189 201 0 NA NA NA NA 1902 1708 712 NA NA NA NA 2242 2020 772 NA NA NA
1547071200.0 10024.5 NA 120 100 0 NA NA NA NA 189 124 0 NA NA NA NA 1219 1058 302 NA NA NA NA 1976 1773 471 NA NA NA
1547071200.0 10025.0 NA 104 300 0 77 NA NA NA 186 365 0 109 NA NA NA 1077 3740 2546 540 NA NA NA 1425 4773 2881 687 NA NA
1547071200.0 1003.0 NA 243 0 NA NA NA NA NA 312 0 NA NA NA NA NA 7075 1455 NA NA NA NA NA 9120 1751 NA NA NA NA
1547071200.0 1004.0 NA 194 99 0 0 0 0 NA 271 131 0 0 0 0 NA 2142 546 151 259 542 490 NA 3265 663 204 363 594 527
1547071200.0 101.0 92 NA NA NA NA NA NA 146 NA NA NA NA NA NA 2061 NA NA NA NA NA NA 2715 NA NA NA NA NA NA
1547071200.0 1010.0 NA 40 52 0 NA NA NA NA 100 75 0 NA NA NA NA 245 291 211 NA NA NA NA 646 512 333 NA NA NA
1547071200.0 102.0 104 NA NA NA NA NA NA 146 NA NA NA NA NA NA 1719 NA NA NA NA NA NA 2263 NA NA NA NA NA NA
1547071200.0 1020.0 NA 46 38 0 55 NA NA NA 112 59 0 113 NA NA NA 534 218 140 553 NA NA NA 877 434 271 845 NA NA
1547071200.0 10224.0 NA 172 374 0 NA NA NA NA 255 483 0 NA NA NA NA 7167 9103 2821 NA NA NA NA 8449 10627 3065 NA NA NA
1547071200.0 10225.0 NA 168 370 0 NA NA NA NA 254 476 0 NA NA NA NA 6471 8765 2780 NA NA NA NA 7493 10132 3045 NA NA NA
1547071200.0 103.0 50 0 0 NA NA NA NA 93 0 0 NA NA NA NA 1058 296 2527 NA NA NA NA 1437 398 2940 NA NA NA NA
1547071200.0 1030.0 NA 141 40 0 0 NA NA NA 226 80 0 0 NA NA NA 20795 579 123 117 NA NA NA 22457 665 204 275 NA NA
1547071200.0 1040.0 NA 263 32 0 NA NA NA NA 350 61 0 NA NA NA NA 29950 294 270 NA NA NA NA 32793 360 593 NA NA NA
1547071200.0 1040.1 NA 67 41 0 NA NA NA NA 142 60 0 NA NA NA NA 992 340 354 NA NA NA NA 1347 593 518 NA NA NA
