Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1546898400.0 1.0 64 76 168 NA NA NA NA 118 116 224 NA NA NA NA 3161 760 1838 NA NA NA NA 4195 1314 2009 NA NA NA NA
1546898400.0 10.0 NA 113 274 0 NA NA NA NA 186 328 0 NA NA NA NA 5994 8378 1412 NA NA NA NA 6480 9476 1507 NA NA NA
1546898400.0 1000.0 NA 282 177 0 63 NA NA NA 362 268 0 88 NA NA NA 7211 3408 1977 701 NA NA NA 8067 4029 2158 946 NA NA
1546898400.0 10001.0 NA 124 314 0 77 NA NA NA 185 367 0 111 NA NA NA 992 3751 2803 635 NA NA NA 1223 4355 3061 1254 NA NA
1546898400.0 10002.0 NA 125 318 0 77 NA NA NA 185 367 0 111 NA NA NA 1009 3782 2811 584 NA NA NA 1254 4325 3062 802 NA NA
1546898400.0 10003.0 NA 114 322 0 77 NA NA NA 188 370 0 111 NA NA NA 1024 4009 2882 597 NA NA NA 1288 4579 3091 873 NA NA
1546898400.0 10004.0 NA 122 315 0 76 NA NA NA 185 367 0 111 NA NA NA 1002 3754 2806 636 NA NA NA 1241 4280 3058 1254 NA NA
1546898400.0 10005.0 NA 115 312 0 76 NA NA NA 185 367 0 111 NA NA NA 991 3736 2791 590 NA NA NA 1240 4285 3011 783 NA NA
1546898400.0 10006.0 NA 113 310 0 77 NA NA NA 187 366 0 110 NA NA NA 1017 3683 2815 590 NA NA NA 1266 4288 3034 765 NA NA
1546898400.0 10007.0 NA 113 315 0 77 NA NA NA 187 368 0 111 NA NA NA 1096 3976 2800 621 NA NA NA 1358 4549 3048 1144 NA NA
1546898400.0 10008.0 NA 125 323 0 88 NA NA NA 187 368 0 111 NA NA NA 1062 3986 2851 598 NA NA NA 1310 4653 3381 842 NA NA
1546898400.0 10009.0 NA 128 317 0 77 NA NA NA 188 371 0 111 NA NA NA 1074 4087 2826 581 NA NA NA 1316 4901 3064 801 NA NA
1546898400.0 1002.0 NA 276 77 NA NA NA NA NA 356 115 NA NA NA NA NA 7686 1061 NA NA NA NA NA 8772 1173 NA NA NA NA
1546898400.0 10023.0 NA 125 319 0 82 NA NA NA 185 369 0 110 NA NA NA 1011 3757 2850 589 NA NA NA 1229 4279 3079 872 NA NA
1546898400.0 10024.1 NA 107 165 0 NA NA NA NA 189 210 0 NA NA NA NA 1690 1860 812 NA NA NA NA 2028 2332 880 NA NA NA
1546898400.0 10024.2 NA 117 318 0 NA NA NA NA 192 373 0 NA NA NA NA 1345 4558 2837 NA NA NA NA 1592 5182 3085 NA NA NA
1546898400.0 10024.3 NA 107 163 0 NA NA NA NA 189 201 0 NA NA NA NA 1996 1679 728 NA NA NA NA 2378 2039 796 NA NA NA
1546898400.0 10024.4 NA 117 318 0 NA NA NA NA 191 371 0 NA NA NA NA 1355 4518 2810 NA NA NA NA 2083 5063 3063 NA NA NA
1546898400.0 10024.5 NA 112 86 0 NA NA NA NA 189 124 0 NA NA NA NA 1830 1059 316 NA NA NA NA 2407 1793 500 NA NA NA
1546898400.0 10025.0 NA 118 318 0 77 NA NA NA 188 371 0 111 NA NA NA 1145 4043 2854 641 NA NA NA 1406 4607 3109 1200 NA NA
1546898400.0 1003.0 NA 243 0 NA NA NA NA NA 317 0 NA NA NA NA NA 8002 1549 NA NA NA NA NA 8967 1719 NA NA NA NA
1546898400.0 1004.0 NA 189 96 0 0 0 0 NA 271 131 0 0 0 0 NA 2054 617 153 255 549 433 NA 2822 1004 206 298 594 458
1546898400.0 10042.0 NA 121 318 0 78 NA NA NA 189 371 0 112 NA NA NA 1172 4100 2874 635 NA NA NA 1450 4705 3122 1204 NA NA
1546898400.0 101.0 94 NA NA NA NA NA NA 146 NA NA NA NA NA NA 2063 NA NA NA NA NA NA 2772 NA NA NA NA NA NA
1546898400.0 1010.0 NA 29 50 0 NA NA NA NA 100 75 0 NA NA NA NA 248 292 222 NA NA NA NA 539 552 383 NA NA NA
1546898400.0 102.0 103 NA NA NA NA NA NA 146 NA NA NA NA NA NA 1746 NA NA NA NA NA NA 2565 NA NA NA NA NA NA
