Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1546034400.0 1.0 244 290 488 NA NA NA 2097340 2097290 2097370 NA NA NA 4291 1347 2053 NA NA NA 2520 957 2151 NA NA NA
1546034400.0 10.0 NA 343 502 0 NA NA NA 2097310 2097470 0 NA NA NA 5447 10965 1066 NA NA NA 1977 8301 1130 NA NA
1546034400.0 10001.0 NA 362 308 0 238 NA NA 2097330 2097460 0 2097260 NA NA 2621 4670 3184 699 NA NA 2497 7963 3321 696 NA
1546034400.0 10002.0 NA 393 298 0 229 NA NA 2097330 2097460 0 2097260 NA NA 2703 4804 2934 436 NA NA 1931 13279 3075 601 NA
1546034400.0 10003.0 NA 391 753 0 231 NA NA 2097330 2097460 0 2097260 NA NA 2263 4169 3613 741 NA NA 2188 4279 4154 683 NA
1546034400.0 10004.0 NA 394 379 0 238 NA NA 2097330 2097460 0 2097260 NA NA 2020 4076 3106 566 NA NA 1729 9605 3829 537 NA
1546034400.0 10005.0 NA 393 696 0 230 NA NA 2097330 2097450 0 2097270 NA NA 2046 3528 3337 495 NA NA 1899 3727 3482 602 NA
1546034400.0 10006.0 NA 394 390 0 225 NA NA 2097330 2097460 0 2097260 NA NA 2294 4307 3640 747 NA NA 1922 6409 4647 719 NA
1546034400.0 10007.0 NA 384 574 0 234 NA NA 2097330 2097460 0 2097260 NA NA 2580 3920 2796 454 NA NA 2609 4969 2923 623 NA
1546034400.0 10008.0 NA 409 351 0 233 NA NA 2097330 2097450 0 2097260 NA NA 2337 5781 3168 471 NA NA 1758 15733 3287 594 NA
1546034400.0 10009.0 NA 414 352 0 237 NA NA 2097330 2097460 0 2097270 NA NA 1883 4873 2875 441 NA NA 2923 6738 3322 599 NA
1546034400.0 10023.0 NA 283 627 0 237 NA NA 2097330 2097460 0 2097270 NA NA 3385 3454 3220 628 NA NA 2939 3838 3338 574 NA
1546034400.0 10024.0 NA 395 427 0 196 NA NA 2097330 2097470 0 2097260 NA NA 3513 6957 3112 549 NA NA 2214 26582 3713 1368 NA
1546034400.0 10024.1 NA 393 523 0 NA NA NA 2097330 2097340 0 NA NA NA 4171 2023 693 NA NA NA 2445 1695 748 NA NA
1546034400.0 10024.2 NA 407 580 0 NA NA NA 2097330 2097460 0 NA NA NA 2977 6649 3536 NA NA NA 1918 9529 3728 NA NA
1546034400.0 10024.3 NA 365 508 0 NA NA NA 2097330 2097340 0 NA NA NA 2898 1947 633 NA NA NA 2475 1741 703 NA NA
1546034400.0 10024.4 NA 404 779 0 NA NA NA 2097330 2097460 0 NA NA NA 2516 5198 3190 NA NA NA 1555 4709 3289 NA NA
1546034400.0 10024.5 NA 351 296 0 NA NA NA 2097330 2097290 0 NA NA NA 3618 1044 274 NA NA NA 2448 1392 385 NA NA
1546034400.0 10025.0 NA 391 733 0 238 NA NA 2097330 2097460 0 2097260 NA NA 2251 3288 2805 399 NA NA 2378 3474 2962 525 NA
1546034400.0 10026.0 NA 408 782 0 239 NA NA 2097340 2097490 0 2097270 NA NA 3046 5903 2660 408 NA NA 2251 4947 2741 501 NA
1546034400.0 1004.0 NA 498 NA NA NA NA NA 2097390 NA NA NA NA NA 2025 NA NA NA NA NA 1719 NA NA NA NA
1546034400.0 10042.0 NA 403 545 0 226 NA NA 2097330 2097460 0 2097260 NA NA 2422 4019 2855 438 NA NA 1715 4614 3281 543 NA
1546034400.0 10059.0 NA 360 657 0 242 NA NA 2097330 2097470 0 2097270 NA NA 3200 7955 2747 400 NA NA 2924 7678 2873 504 NA
1546034400.0 10071.0 NA 401 502 0 229 NA NA 2097340 2097470 0 2097260 NA NA 2030 5491 2977 448 NA NA 1602 12952 3316 625 NA
1546034400.0 101.0 318 NA NA NA NA NA 2097320 NA NA NA NA NA 1718 NA NA NA NA NA 1857 NA NA NA NA NA
1546034400.0 1010.0 NA 124 142 0 NA NA NA 2097240 2097250 0 NA NA NA 182 448 258 NA NA NA 274 444 306 NA NA
1546034400.0 102.0 319 NA NA NA NA NA 2097320 NA NA NA NA NA 1493 NA NA NA NA NA 1577 NA NA NA NA NA
1546034400.0 1020.0 NA 198 110 0 201 NA NA 2097270 2097230 0 2097270 NA NA 395 148 97 396 NA NA 631 251 172 745 NA
1546034400.0 10224.0 NA 620 958 0 NA NA NA 2097390 2097570 0 NA NA NA 7077 16926 2935 NA NA NA 2764 7970 2996 NA NA
1546034400.0 10225.0 NA 449 1020 0 NA NA NA 2097390 2097560 0 NA NA NA 7081 11085 2849 NA NA NA 4232 5831 2936 NA NA
1546034400.0 103.0 252 281 618 NA NA NA 2097320 2097280 2097430 NA NA NA 3149 1078 2680 NA NA NA 2040 1133 2977 NA NA NA
1546034400.0 1030.0 NA 487 168 0 0 NA NA 2097370 2097250 0 0 NA NA 41998 405 105 115 NA NA 12083 369 492 514 NA
1546034400.0 1040.1 NA 231 129 0 NA NA NA 2097280 2097230 0 NA NA NA 819 309 327 NA NA NA 725 388 400 NA NA
1546034400.0 10424.0 NA 396 716 0 NA NA NA 2097330 2097470 0 NA NA NA 2721 5177 4134 NA NA NA 1959 5875 5635 NA NA
1546034400.0 105.0 259 300 120 NA NA NA 2097340 2097280 2097240 NA NA NA 4032 1498 209 NA NA NA 1807 1232 288 NA NA NA
1546034400.0 106.0 223 0 0 NA NA NA 2097260 0 0 NA NA NA 1661 630 2076 NA NA NA 1080 604 2217 NA NA NA
1546034400.0 107.0 265 303 419 NA NA NA 2097350 2097280 2097430 NA NA NA 5842 1495 4232 NA NA NA 3425 1389 6007 NA NA NA
1546034400.0 108.0 255 309 396 NA NA NA 2097350 2097280 2097440 NA NA NA 8340 1376 7016 NA NA NA 5499 1016 9727 NA NA NA
1546034400.0 10801.0 NA 408 371 0 282 423 NA 2097400 2097460 0 2097260 2097360 NA 9225 6893 6720 1567 2003 NA 9136 10536 6872 1427 2643
1546034400.0 10802.0 NA 409 799 0 283 404 NA 2097400 2097460 0 2097260 2097350 NA 10375 4802 6518 1506 1636 NA 17764 4770 6667 1522 1747
1546034400.0 10803.0 NA 312 559 0 284 416 NA 2097400 2097460 0 2097260 2097350 NA 9990 5669 6560 1404 1550 NA 15681 6449 6722 1391 1615
1546034400.0 10804.0 NA 405 486 0 282 407 NA 2097400 2097460 0 2097260 2097340 NA 9061 10237 6143 1602 1579 NA 12442 28983 6730 1479 1678
1546034400.0 10805.0 NA 351 NA NA NA NA NA 2097400 NA NA NA NA NA 10283 NA NA NA NA NA 12810 NA NA NA NA
1546034400.0 10807.0 NA 730 826 0 305 433 NA 2097410 2097460 0 2097280 2097360 NA 7245 4721 6738 1630 1563 NA 5436 4117 6870 1687 1616
1546034400.0 10808.0 NA 717 813 0 305 424 NA 2097400 2097460 0 2097270 2097370 NA 7359 5104 7178 1799 2024 NA 5567 4461 7344 1825 2174
1546034400.0 10809.0 NA 740 NA NA NA NA NA 2097400 NA NA NA NA NA 8145 NA NA NA NA NA 5736 NA NA NA NA
1546034400.0 10824.0 NA 718 832 0 309 409 NA 2097400 2097460 0 2097280 2097350 NA 7212 5701 7073 1707 1634 NA 5195 4401 7186 1734 1685
1546034400.0 10824.1 NA 527 544 0 NA NA NA 2097400 2097340 0 NA NA NA 7666 2126 578 NA NA NA 8110 2119 635 NA NA
1546034400.0 10824.5 NA 510 363 0 NA NA NA 2097400 2097300 0 NA NA NA 8365 1252 243 NA NA NA 9025 1382 304 NA NA
1546034400.0 10824.6 NA 421 NA NA NA NA NA 2097400 NA NA NA NA NA 9928 NA NA NA NA NA 11066 NA NA NA NA
1546034400.0 10825.0 NA 400 774 0 284 405 NA 2097400 2097460 0 2097260 2097350 NA 9557 4270 6278 1450 1469 NA 13989 3961 7325 1453 1511
1546034400.0 10826.0 NA 403 555 0 299 409 NA 2097410 2097490 0 2097280 2097350 NA 11540 7022 6417 1563 1496 NA 11566 6227 6534 1338 1520
1546034400.0 10842.0 NA 328 NA NA NA NA NA 2097400 NA NA NA NA NA 10889 NA NA NA NA NA 10829 NA NA NA NA
1546034400.0 10859.0 NA 478 797 0 310 407 NA 2097410 2097480 0 2097280 2097350 NA 10579 10685 6820 1432 1954 NA 11040 7236 6975 1435 2441
1546034400.0 10871.0 NA 512 828 0 295 404 NA 2097410 2097470 0 2097280 2097350 NA 7992 5319 6154 2009 1486 NA 8850 4270 6448 1863 1838
1546034400.0 109.0 239 311 648 NA NA NA 2097350 2097280 2097440 NA NA NA 6891 1443 3863 NA NA NA 3675 1139 3321 NA NA NA
1546034400.0 11.0 NA 332 607 0 225 NA NA 2097300 2097440 0 2097260 NA NA 5038 3976 1495 623 NA NA 2517 2781 1580 551 NA
1546034400.0 110.0 250 300 616 NA NA NA 2097280 2097280 2097430 NA NA NA 2666 1335 2835 NA NA NA 1631 1101 2754 NA NA NA
1546034400.0 1102.0 NA 254 424 394 236 NA NA 2097310 2097470 2097340 2097250 NA NA 6420 15988 5445 485 NA NA 3579 18390 2267 351 NA
1546034400.0 11024.2 NA 723 1104 0 422 NA NA 2097490 2097610 0 2097350 NA NA 17568 21425 6263 1339 NA NA 14587 9983 6400 1339 NA
1546034400.0 11024.3 NA 728 NA NA NA NA NA 2097500 NA NA NA NA NA 21279 NA NA NA NA NA 16603 NA NA NA NA
1546034400.0 11024.6 NA 822 1218 0 423 NA NA 2097500 2097610 0 2097350 NA NA 19456 19854 5968 1307 NA NA 13200 7555 6043 1292 NA
1546034400.0 11025.0 NA 699 1213 0 420 NA NA 2097490 2097610 0 2097350 NA NA 17255 14571 5778 1241 NA NA 14845 6314 5851 1233 NA
1546034400.0 111.0 226 297 620 NA NA NA 2097330 2097280 2097430 NA NA NA 4144 1082 2860 NA NA NA 2901 984 2768 NA NA NA
1546034400.0 112.0 235 299 637 NA NA NA 2097350 2097280 2097430 NA NA NA 5835 1352 2936 NA NA NA 3066 1182 2718 NA NA NA
1546034400.0 11224.0 NA 417 513 0 NA NA NA 2097390 2097470 0 NA NA NA 9671 8938 7602 NA NA NA 19330 19218 9666 NA NA
1546034400.0 11224.6 NA 455 798 0 NA NA NA 2097390 2097470 0 NA NA NA 7139 5041 6248 NA NA NA 10851 4142 7316 NA NA
1546034400.0 113.0 265 299 371 NA NA NA 2097350 2097280 2097430 NA NA NA 4967 1395 5708 NA NA NA 3081 1182 10045 NA NA NA
1546034400.0 114.0 252 305 626 NA NA NA 2097360 2097280 2097430 NA NA NA 5746 1334 3232 NA NA NA 2866 1145 2943 NA NA NA
1546034400.0 115.0 264 304 626 NA NA NA 2097350 2097280 2097430 NA NA NA 5240 1356 3265 NA NA NA 2227 1009 2936 NA NA NA
1546034400.0 116.0 272 313 637 NA NA NA 2097360 2097280 2097430 NA NA NA 6460 1437 3377 NA NA NA 2786 974 2861 NA NA NA
1546034400.0 11623.0 269 458 534 0 224 NA 2097260 2097320 2097460 0 2097270 NA 2623 2220 3780 3588 646 NA 1459 1725 5737 6522 643 NA
1546034400.0 11624.0 277 NA NA NA NA NA 2097270 NA NA NA NA NA 8581 NA NA NA NA NA 3903 NA NA NA NA NA
1546034400.0 11625.0 273 474 544 0 236 NA 2097270 2097330 2097460 0 2097260 NA 4079 2067 3440 2911 399 NA 2493 1201 5627 3478 473 NA
1546034400.0 11626.0 185 490 844 0 241 NA 2097270 2097320 2097470 0 2097260 NA 9478 2203 4723 2784 399 NA 4815 1127 2950 2904 501 NA
1546034400.0 11642.0 264 NA NA NA NA NA 2097260 NA NA NA NA NA 2836 NA NA NA NA NA 1357 NA NA NA NA NA
1546034400.0 117.0 272 306 633 NA NA NA 2097360 2097280 2097430 NA NA NA 6680 1442 3487 NA NA NA 3364 1056 3013 NA NA NA
1546034400.0 118.0 216 313 644 NA NA NA 2097350 2097280 2097440 NA NA NA 7793 1421 4165 NA NA NA 3444 1111 3086 NA NA NA
1546034400.0 119.0 264 307 622 NA NA NA 2097350 2097280 2097430 NA NA NA 5182 1252 3237 NA NA NA 3194 1047 3491 NA NA NA
1546034400.0 12.0 NA 336 624 0 NA NA NA 2097310 2097470 0 NA NA NA 5830 13602 1366 NA NA NA 2323 8202 1451 NA NA
1546034400.0 120.0 238 300 566 NA NA NA 2097290 2097280 2097440 NA NA NA 2736 1338 3001 NA NA NA 1627 996 3359 NA NA NA
1546034400.0 12024.0 276 490 778 0 NA NA 2097270 2097320 2097470 0 NA NA 6471 2621 5285 3300 NA NA 2467 1781 5284 3523 NA NA
1546034400.0 121.0 279 309 652 NA NA NA 2097360 2097280 2097440 NA NA NA 6991 1402 3778 NA NA NA 3601 1044 3000 NA NA NA
1546034400.0 122.0 222 0 0 NA NA NA 2097260 0 0 NA NA NA 2070 509 2295 NA NA NA 1436 438 2499 NA NA NA
1546034400.0 123.1 592 NA NA NA NA NA 2097440 NA NA NA NA NA 4697 NA NA NA NA NA 2626 NA NA NA NA NA
1546034400.0 123.2 625 NA NA NA NA NA 2097460 NA NA NA NA NA 3738 NA NA NA NA NA 2022 NA NA NA NA NA
1546034400.0 123.3 530 NA NA NA NA NA 2097410 NA NA NA NA NA 2808 NA NA NA NA NA 1747 NA NA NA NA NA
1546034400.0 124.1 577 NA NA NA NA NA 2097410 NA NA NA NA NA 2854 NA NA NA NA NA 1823 NA NA NA NA NA
1546034400.0 124.2 579 NA NA NA NA NA 2097460 NA NA NA NA NA 3143 NA NA NA NA NA 1861 NA NA NA NA NA
1546034400.0 124.4 588 NA NA NA NA NA 2097420 NA NA NA NA NA 2837 NA NA NA NA NA 1710 NA NA NA NA NA
1546034400.0 124.5 304 NA NA NA NA NA 2097420 NA NA NA NA NA 4168 NA NA NA NA NA 5654 NA NA NA NA NA
1546034400.0 124.6 524 NA NA NA NA NA 2097410 NA NA NA NA NA 4026 NA NA NA NA NA 2865 NA NA NA NA NA
1546034400.0 125.0 275 316 634 NA NA NA 2097360 2097280 2097430 NA NA NA 4824 1141 2656 NA NA NA 2018 768 2484 NA NA NA
1546034400.0 126.0 256 310 626 NA NA NA 2097290 2097280 2097430 NA NA NA 3002 942 2250 NA NA NA 1402 724 2144 NA NA NA
1546034400.0 127.0 254 294 634 NA NA NA 2097280 2097280 2097430 NA NA NA 2827 1437 2604 NA NA NA 1562 1325 2526 NA NA NA
1546034400.0 128.0 249 301 609 NA NA NA 2097280 2097280 2097430 NA NA NA 2130 1235 2657 NA NA NA 2215 901 2724 NA NA NA
1546034400.0 129.0 242 293 600 NA NA NA 2097280 2097280 2097430 NA NA NA 2048 1146 2219 NA NA NA 1428 1238 2407 NA NA NA
1546034400.0 13.0 NA 331 659 0 NA NA NA 2097290 2097440 0 NA NA NA 999 6931 1308 NA NA NA 901 4233 1467 NA NA
1546034400.0 130.0 247 298 625 NA NA NA 2097280 2097280 2097430 NA NA NA 2215 1210 2795 NA NA NA 2200 1029 2711 NA NA NA
1546034400.0 1301.0 127 341 527 NA NA NA 2097300 2097300 2097370 NA NA NA 4367 1206 1696 NA NA NA 6570 1123 1788 NA NA NA
