Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1546124400.0 1.0 51 143 120 NA NA 87 182 163 NA NA 1345 365 345 NA NA 1407 454 394 NA NA
1546124400.0 10.0 NA 159 171 0 NA NA 216 224 0 NA NA 2381 3521 1058 NA NA 2677 3766 1120 NA
1546124400.0 1000.0 NA 176 91 0 38 NA 240 135 0 64 NA 2124 367 342 103 NA 2243 460 413 151
1546124400.0 1001.0 NA 169 34 0 NA NA 217 62 0 NA NA 1788 37 35 NA NA 1913 101 76 NA
1546124400.0 1002.0 NA 172 51 NA NA NA 221 82 NA NA NA 1835 154 NA NA NA 2010 190 NA NA
1546124400.0 1003.0 NA 169 0 NA NA NA 232 0 NA NA NA 3143 352 NA NA NA 3269 444 NA NA
1546124400.0 101.0 86 NA NA NA NA 124 NA NA NA NA 931 NA NA NA NA 996 NA NA NA NA
1546124400.0 102.0 86 NA NA NA NA 123 NA NA NA NA 731 NA NA NA NA 772 NA NA NA NA
1546124400.0 103.0 46 0 0 NA NA 78 0 0 NA NA 437 296 226 NA NA 520 417 294 NA NA
1546124400.0 105.0 51 152 39 NA NA 87 200 63 NA NA 1175 424 27 NA NA 1216 517 49 NA NA
1546124400.0 106.0 46 0 0 NA NA 78 0 0 NA NA 547 472 391 NA NA 605 591 508 NA NA
1546124400.0 107.0 52 155 171 NA NA 88 202 221 NA NA 1970 444 516 NA NA 2045 534 589 NA NA
1546124400.0 108.0 55 155 174 NA NA 87 202 221 NA NA 2105 466 518 NA NA 2171 561 639 NA NA
1546124400.0 109.0 53 153 176 NA NA 88 204 222 NA NA 2339 469 529 NA NA 2418 574 604 NA NA
1546124400.0 11.0 NA 150 180 0 49 NA 209 228 0 74 NA 1207 1525 812 47 NA 1280 1665 858 79
1546124400.0 110.0 47 150 169 NA NA 81 199 217 NA NA 564 392 416 NA NA 595 514 512 NA NA
1546124400.0 1102.0 NA 160 175 106 57 NA 217 226 152 96 NA 3090 4561 2570 194 NA 3281 4971 2830 248
1546124400.0 111.0 51 153 173 NA NA 87 201 220 NA NA 1243 380 428 NA NA 1289 458 546 NA NA
1546124400.0 112.0 53 161 174 NA NA 87 201 220 NA NA 1985 427 486 NA NA 2046 553 591 NA NA
1546124400.0 113.0 53 151 171 NA NA 90 204 221 NA NA 3949 728 855 NA NA 4167 827 966 NA NA
1546124400.0 114.0 53 151 172 NA NA 90 204 221 NA NA 3744 630 704 NA NA 3991 844 819 NA NA
1546124400.0 115.0 53 151 174 NA NA 90 204 222 NA NA 3725 720 863 NA NA 3964 836 1078 NA NA
1546124400.0 116.0 53 152 170 NA NA 90 204 221 NA NA 4132 708 846 NA NA 4381 809 1037 NA NA
1546124400.0 117.0 54 154 173 NA NA 90 205 223 NA NA 5277 739 852 NA NA 5520 858 1053 NA NA
1546124400.0 118.0 53 154 182 NA NA 91 206 224 NA NA 5135 624 505 NA NA 5490 725 628 NA NA
1546124400.0 119.0 52 155 180 NA NA 87 201 220 NA NA 2120 432 495 NA NA 2218 534 586 NA NA
1546124400.0 12.0 NA 158 184 0 NA NA 215 223 0 NA NA 1717 2548 734 NA NA 1828 2638 784 NA
1546124400.0 120.0 46 150 171 NA NA 75 199 217 NA NA 442 399 419 NA NA 495 512 513 NA NA
1546124400.0 1200.0 75 189 0 NA NA 121 230 0 NA NA 183 635 93 NA NA 260 718 114 NA NA
1546124400.0 1201.0 214 NA NA NA NA 275 NA NA NA NA 1096 NA NA NA NA 1283 NA NA NA NA
1546124400.0 121.0 54 155 175 NA NA 91 205 223 NA NA 5117 876 862 NA NA 5428 970 1039 NA NA
1546124400.0 122.0 51 152 172 NA NA 85 200 218 NA NA 559 329 329 NA NA 603 409 400 NA NA
1546124400.0 123.1 210 NA NA NA NA 273 NA NA NA NA 1017 NA NA NA NA 1230 NA NA NA NA
1546124400.0 123.2 216 NA NA NA NA 276 NA NA NA NA 1280 NA NA NA NA 1594 NA NA NA NA
1546124400.0 123.3 197 NA NA NA NA 259 NA NA NA NA 818 NA NA NA NA 1063 NA NA NA NA
1546124400.0 124.1 204 NA NA NA NA 266 NA NA NA NA 809 NA NA NA NA 1076 NA NA NA NA
1546124400.0 124.2 212 NA NA NA NA 272 NA NA NA NA 968 NA NA NA NA 1195 NA NA NA NA
1546124400.0 124.4 206 NA NA NA NA 266 NA NA NA NA 829 NA NA NA NA 1026 NA NA NA NA
1546124400.0 124.5 206 NA NA NA NA 266 NA NA NA NA 880 NA NA NA NA 1037 NA NA NA NA
1546124400.0 124.6 198 NA NA NA NA 259 NA NA NA NA 838 NA NA NA NA 1051 NA NA NA NA
1546124400.0 125.0 52 154 172 NA NA 88 201 220 NA NA 2095 431 491 NA NA 2160 497 580 NA NA
1546124400.0 126.0 50 151 171 NA NA 81 200 218 NA NA 786 418 431 NA NA 820 541 487 NA NA
1546124400.0 127.0 46 154 170 NA NA 76 199 217 NA NA 627 394 422 NA NA 678 529 477 NA NA
1546124400.0 128.0 48 151 171 NA NA 75 199 217 NA NA 418 394 408 NA NA 448 495 527 NA NA
1546124400.0 129.0 48 150 169 NA NA 75 199 217 NA NA 428 402 421 NA NA 469 470 489 NA NA
1546124400.0 13.0 NA 160 175 0 NA NA 218 227 0 NA NA 4067 4500 625 NA NA 4553 4816 674 NA
1546124400.0 130.0 47 149 168 NA NA 76 199 217 NA NA 491 399 426 NA NA 526 519 514 NA NA
1546124400.0 1301.0 58 143 124 NA NA 94 189 173 NA NA 801 366 337 NA NA 900 504 485 NA NA
1546124400.0 1302.0 62 151 125 NA NA 99 189 178 NA NA 4239 479 536 NA NA 5759 667 645 NA NA
1546124400.0 1303.0 66 156 135 NA NA 101 193 177 NA NA 10293 601 726 NA NA 11790 708 838 NA NA
1546124400.0 1307.0 52 0 0 0 0 82 0 0 0 0 456 287 193 63 323 533 449 287 96 361
1546124400.0 1308.0 NA 142 116 37 0 NA 198 154 62 0 NA 359 297 73 346 NA 498 438 110 383
1546124400.0 1309.0 NA 162 184 0 NA NA 219 233 0 NA NA 595 719 716 NA NA 761 867 768 NA
1546124400.0 131.0 49 157 171 NA NA 82 200 218 NA NA 918 404 437 NA NA 982 499 513 NA NA
1546124400.0 1311.0 NA 152 186 0 50 NA 212 235 0 73 NA 422 511 785 43 NA 578 666 848 98
1546124400.0 1312.0 NA 157 181 0 NA NA 215 230 0 NA NA 683 621 702 NA NA 1208 730 745 NA
1546124400.0 1313.0 NA 161 182 0 NA NA 219 233 0 NA NA 587 860 704 NA NA 767 969 757 NA
1546124400.0 1314.0 NA 157 180 0 NA NA 215 228 0 NA NA 469 524 712 NA NA 633 640 765 NA
1546124400.0 1315.0 NA 154 178 0 NA NA 211 225 0 NA NA 412 439 685 NA NA 583 550 723 NA
1546124400.0 1316.0 NA 157 179 0 NA NA 213 226 0 NA NA 460 498 700 NA NA 608 638 752 NA
1546124400.0 1317.0 NA 155 177 0 NA NA 212 225 0 NA NA 419 456 682 NA NA 561 561 722 NA
1546124400.0 1318.0 NA 153 177 0 NA NA 211 225 0 NA NA 402 442 677 NA NA 573 595 708 NA
1546124400.0 1319.0 NA 154 177 0 NA NA 211 225 0 NA NA 414 439 686 NA NA 600 540 709 NA
1546124400.0 132.0 53 153 174 NA NA 88 205 223 NA NA 3788 761 892 NA NA 4021 982 1005 NA NA
1546124400.0 1324.0 NA 158 182 0 NA NA 216 229 0 NA NA 518 581 714 NA NA 692 700 758 NA
1546124400.0 1325.0 NA 160 183 0 56 NA 218 232 0 80 NA 525 637 713 108 NA 648 762 763 166
1546124400.0 1326.0 NA 157 182 0 NA NA 215 228 0 NA NA 453 509 701 NA NA 600 627 741 NA
1546124400.0 1327.0 NA 156 181 0 NA NA 216 229 0 NA NA 462 514 726 NA NA 610 621 757 NA
1546124400.0 1328.0 NA 157 182 0 NA NA 214 229 0 NA NA 500 562 702 NA NA 696 698 749 NA
1546124400.0 1329.0 NA 155 180 0 51 NA 217 229 0 78 NA 472 530 710 52 NA 629 657 771 76
1546124400.0 133.0 56 157 178 NA NA 91 206 225 NA NA 3976 495 662 NA NA 4054 569 726 NA NA
1546124400.0 1330.0 NA 156 182 0 NA NA 215 228 0 NA NA 494 568 720 NA NA 694 688 767 NA
1546124400.0 1331.0 NA 156 179 0 NA NA 214 227 0 NA NA 460 491 700 NA NA 582 645 755 NA
1546124400.0 1332.0 60 157 179 0 NA 97 205 229 0 NA 4151 799 728 1051 NA 4889 932 919 1203 NA
1546124400.0 1333.0 NA 156 182 0 NA NA 215 227 0 NA NA 452 503 706 NA NA 599 654 761 NA
1546124400.0 1334.0 59 157 181 0 NA 96 205 229 0 NA 4434 761 734 1007 NA 5702 903 843 1074 NA
1546124400.0 1335.0 NA 157 179 0 NA NA 215 228 0 NA NA 465 527 724 NA NA 596 654 756 NA
1546124400.0 1336.0 NA 160 181 0 NA NA 217 230 0 NA NA 645 697 703 NA NA 861 830 749 NA
1546124400.0 1338.0 NA 159 181 0 NA NA 216 231 0 NA NA 516 614 698 NA NA 687 774 743 NA
1546124400.0 1339.0 NA 160 185 0 NA NA 219 232 0 NA NA 601 772 701 NA NA 762 900 758 NA
1546124400.0 134.0 NA 172 28 0 NA NA 223 58 0 NA NA 2148 34 34 NA NA 2367 73 71 NA
1546124400.0 1340.0 54 0 0 0 NA 86 0 0 0 NA 518 301 268 648 NA 612 421 393 707 NA
1546124400.0 1341.0 NA 160 182 0 NA NA 217 233 0 NA NA 612 746 710 NA NA 825 882 759 NA
1546124400.0 1343.0 61 157 181 0 NA 98 208 230 0 NA 4529 799 886 1043 NA 5810 931 1104 1156 NA
1546124400.0 1344.0 63 166 182 0 NA 101 206 228 0 NA 6259 458 537 697 NA 7718 564 624 735 NA
1546124400.0 1345.0 62 158 181 0 NA 99 207 230 0 NA 3431 474 563 702 NA 3551 608 705 784 NA
1546124400.0 1348.0 59 165 181 0 NA 95 204 228 0 NA 1317 408 485 678 NA 1415 528 597 738 NA
1546124400.0 135.1 0 NA NA NA NA 0 NA NA NA NA 504 NA NA NA NA 660 NA NA NA NA
1546124400.0 135.2 0 NA NA NA NA 0 NA NA NA NA 468 NA NA NA NA 548 NA NA NA NA
1546124400.0 135.3 0 NA NA NA NA 0 NA NA NA NA 493 NA NA NA NA 678 NA NA NA NA
1546124400.0 135.4 0 NA NA NA NA 0 NA NA NA NA 444 NA NA NA NA 522 NA NA NA NA
1546124400.0 135.5 0 NA NA NA NA 0 NA NA NA NA 513 NA NA NA NA 629 NA NA NA NA
1546124400.0 135.6 0 NA NA NA NA 0 NA NA NA NA 512 NA NA NA NA 650 NA NA NA NA
1546124400.0 135.7 0 NA NA NA NA 0 NA NA NA NA 516 NA NA NA NA 725 NA NA NA NA
1546124400.0 135.8 131 NA NA NA NA 173 NA NA NA NA 416 NA NA NA NA 578 NA NA NA NA
1546124400.0 1351.0 56 0 0 0 NA 87 0 0 0 NA 491 299 251 645 NA 569 485 336 677 NA
1546124400.0 1352.0 60 157 177 0 NA 96 206 230 0 NA 3403 655 731 1003 NA 4155 816 918 1143 NA
1546124400.0 1353.0 64 159 183 0 NA 109 207 229 0 NA 8182 465 536 683 NA 9637 586 635 743 NA
1546124400.0 1354.0 62 155 177 0 NA 102 207 229 0 NA 8156 635 760 995 NA 9592 777 949 1075 NA
