Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1547334000.0 10.0 NA 80 201 0 NA NA NA NA NA 151 257 0 NA NA NA NA NA 2168 1774 495 NA NA NA NA NA 2248 1885 519 NA NA NA NA
1547334000.0 1000.0 NA 221 138 0 41 NA NA NA NA 288 187 0 79 NA NA NA NA 2725 485 417 125 NA NA NA NA 2800 593 436 166 NA NA NA
1547334000.0 1001.0 NA 192 171 0 0 0 0 0 NA 254 219 0 0 0 0 0 NA 1632 392 6 45 626 52 398 NA 1799 483 13 51 633 79 412
1547334000.0 10023.0 NA 88 132 0 NA NA NA NA NA 181 182 0 NA NA NA NA NA 442 379 181 NA NA NA NA NA 550 474 196 NA NA NA NA
1547334000.0 10025.0 NA 88 131 0 NA NA NA NA NA 181 181 0 NA NA NA NA NA 466 415 185 NA NA NA NA NA 543 532 207 NA NA NA NA
1547334000.0 10026.0 NA 92 137 0 NA NA NA NA NA 181 186 0 NA NA NA NA NA 694 603 207 NA NA NA NA NA 867 715 226 NA NA NA NA
1547334000.0 1004.0 NA 188 132 0 0 0 0 NA NA 242 180 0 0 0 0 NA NA 422 221 9 51 513 655 NA NA 505 237 42 64 548 670 NA
1547334000.0 101.0 82 NA NA NA NA NA NA NA 142 NA NA NA NA NA NA NA 907 NA NA NA NA NA NA NA 928 NA NA NA NA NA NA NA
1547334000.0 10224.0 NA 123 181 0 NA NA NA NA NA 194 278 0 NA NA NA NA NA 2460 2082 222 NA NA NA NA NA 6629 5809 243 NA NA NA NA
1547334000.0 10225.0 NA 128 187 0 NA NA NA NA NA 195 285 0 NA NA NA NA NA 2846 2227 222 NA NA NA NA NA 8406 7773 243 NA NA NA NA
1547334000.0 106.0 46 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 288 84 147 NA NA NA NA NA 304 102 164 NA NA NA NA NA
1547334000.0 107.0 53 78 197 NA NA NA NA NA 99 159 255 NA NA NA NA NA 2966 342 392 NA NA NA NA NA 3003 369 423 NA NA NA NA NA
1547334000.0 108.0 55 87 194 NA NA NA NA NA 102 149 255 NA NA NA NA NA 4962 431 607 NA NA NA NA NA 5024 451 650 NA NA NA NA NA
1547334000.0 109.0 56 80 192 NA NA NA NA NA 101 149 255 NA NA NA NA NA 4424 340 615 NA NA NA NA NA 4495 376 724 NA NA NA NA NA
1547334000.0 11.0 NA 77 204 0 60 NA NA NA NA 151 266 0 91 NA NA NA NA 1556 742 533 40 NA NA NA NA 1585 834 553 84 NA NA NA
1547334000.0 1102.0 NA 83 201 112 76 NA NA NA NA 151 262 176 113 NA NA NA NA 1977 2157 2221 137 NA NA NA NA 2065 2218 2360 156 NA NA NA
1547334000.0 112.0 54 81 191 NA NA NA NA NA 100 149 254 NA NA NA NA NA 2907 313 459 NA NA NA NA NA 2966 331 489 NA NA NA NA NA
1547334000.0 113.0 54 90 191 NA NA NA NA NA 100 149 255 NA NA NA NA NA 2974 318 520 NA NA NA NA NA 3018 344 600 NA NA NA NA NA
1547334000.0 114.0 54 83 192 NA NA NA NA NA 99 149 254 NA NA NA NA NA 2851 359 421 NA NA NA NA NA 2904 388 556 NA NA NA NA NA
1547334000.0 115.0 57 80 191 NA NA NA NA NA 101 149 255 NA NA NA NA NA 4561 411 616 NA NA NA NA NA 4639 435 655 NA NA NA NA NA
1547334000.0 116.0 56 80 195 NA NA NA NA NA 101 149 255 NA NA NA NA NA 3484 335 478 NA NA NA NA NA 3542 356 508 NA NA NA NA NA
1547334000.0 117.0 57 82 195 NA NA NA NA NA 101 149 254 NA NA NA NA NA 4424 361 499 NA NA NA NA NA 4540 381 534 NA NA NA NA NA
1547334000.0 118.0 55 86 191 NA NA NA NA NA 100 149 255 NA NA NA NA NA 4427 424 631 NA NA NA NA NA 4493 444 672 NA NA NA NA NA
1547334000.0 119.0 53 85 191 NA NA NA NA NA 99 149 255 NA NA NA NA NA 2701 399 388 NA NA NA NA NA 2765 417 440 NA NA NA NA NA
1547334000.0 12.0 NA 88 207 0 NA NA NA NA NA 151 259 0 NA NA NA NA NA 2056 2269 562 NA NA NA NA NA 2113 2316 618 NA NA NA NA
1547334000.0 121.0 57 81 192 NA NA NA NA NA 101 153 255 NA NA NA NA NA 4719 351 632 NA NA NA NA NA 4845 382 719 NA NA NA NA NA
1547334000.0 122.0 52 78 190 NA NA NA NA NA 98 149 254 NA NA NA NA NA 1036 215 311 NA NA NA NA NA 1082 293 338 NA NA NA NA NA
