Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1547416800.0 10024.1 NA 177 186 0 NA NA NA 609 329 0 NA NA NA 820 744 343 NA NA NA 800 1123 484 NA NA
1547416800.0 10024.3 NA 173 174 0 NA NA NA 608 328 0 NA NA NA 760 748 310 NA NA NA 728 883 524 NA NA
1547416800.0 10024.5 NA 176 154 0 NA NA NA 609 231 0 NA NA NA 870 435 113 NA NA NA 714 639 169 NA NA
1547416800.0 101.0 93 NA NA NA NA NA 161 NA NA NA NA NA 814 NA NA NA NA NA 932 NA NA NA NA NA
1547416800.0 1010.0 NA 27 39 0 NA NA NA 84 96 0 NA NA NA 100 194 140 NA NA NA 287 527 266 NA NA
1547416800.0 102.0 98 NA NA NA NA NA 161 NA NA NA NA NA 704 NA NA NA NA NA 847 NA NA NA NA NA
1547416800.0 1020.0 NA 69 24 0 73 NA NA 140 66 0 139 NA NA 234 103 60 242 NA NA 522 170 177 449 NA
1547416800.0 1030.0 NA 182 50 0 0 NA NA 380 95 0 0 NA NA 7373 252 76 67 NA NA 3118 335 252 151 NA
1547416800.0 1040.1 NA 69 29 0 NA NA NA 134 70 0 NA NA NA 459 112 106 NA NA NA 677 258 171 NA NA
1547416800.0 106.0 46 0 0 NA NA NA 102 0 0 NA NA NA 481 282 1244 NA NA NA 766 326 1824 NA NA NA
1547416800.0 10801.0 NA 279 387 0 80 180 NA 632 567 0 143 249 NA 1950 1828 1903 443 708 NA 2517 1996 2749 952 843
1547416800.0 10806.0 NA 271 374 0 78 137 NA 691 586 0 136 212 NA 1867 1611 1724 426 656 NA 1874 2610 2055 682 813
1547416800.0 10823.0 NA 269 382 0 83 136 NA 652 568 0 145 211 NA 2055 1873 1935 472 755 NA 2066 2663 2743 851 1578
1547416800.0 10842.0 NA 277 390 0 90 174 NA 699 563 0 151 254 NA 2150 2049 1946 483 777 NA 2021 2566 2239 757 1131
1547416800.0 10871.0 NA 291 401 0 90 165 NA 702 604 0 150 257 NA 1999 2281 1951 503 794 NA 2744 2854 2474 718 1504
1547416800.0 11625.0 68 176 361 0 68 NA 126 605 527 0 119 NA 1956 724 1481 997 269 NA 1098 644 1693 1311 474 NA
