Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1547416800.0 1.0 89 107 214 NA NA NA 188 585 320 NA NA NA 2104 434 1193 NA NA NA 2178 490 1920 NA NA NA
1547416800.0 10.0 NA 128 314 0 NA NA NA 592 456 0 NA NA NA 3141 4496 641 NA NA NA 2143 2891 712 NA NA
1547416800.0 10001.0 NA 163 363 0 82 NA NA 521 558 0 129 NA NA 2065 4577 2235 582 NA NA 1365 5166 2563 792 NA
1547416800.0 10002.0 NA 159 364 0 81 NA NA 608 529 0 135 NA NA 2076 4219 2393 616 NA NA 1263 5083 2684 801 NA
1547416800.0 10003.0 NA 166 359 0 78 NA NA 519 538 0 134 NA NA 2095 4578 2133 775 NA NA 1356 5011 2484 799 NA
1547416800.0 10006.0 NA 161 358 0 81 NA NA 564 559 0 129 NA NA 1799 4617 2163 589 NA NA 1826 6356 2562 817 NA
1547416800.0 10007.0 NA 169 356 0 73 NA NA 610 571 0 125 NA NA 1236 4949 2261 735 NA NA 1610 9142 2759 1032 NA
1547416800.0 10009.0 NA 160 360 0 86 NA NA 519 516 0 130 NA NA 2197 4558 2370 556 NA NA 1210 4724 2853 603 NA
1547416800.0 1001.2 NA 374 143 0 NA NA NA 585 212 0 NA NA NA 20591 2200 191 NA NA NA 7768 1728 575 NA NA
1547416800.0 1002.0 NA 310 92 NA NA NA NA 439 148 NA NA NA NA 2970 378 NA NA NA NA 2479 254 NA NA NA
1547416800.0 10023.0 NA 163 354 0 75 NA NA 565 540 0 135 NA NA 754 1952 1020 281 NA NA 1061 2879 1211 529 NA
1547416800.0 10024.1 NA 189 202 0 NA NA NA 609 364 0 NA NA NA 714 766 319 NA NA NA 502 943 555 NA NA
1547416800.0 10024.2 NA 177 373 0 NA NA NA 606 567 0 NA NA NA 848 2217 1020 NA NA NA 869 2905 1144 NA NA
1547416800.0 10024.3 NA 170 200 0 NA NA NA 606 341 0 NA NA NA 760 679 270 NA NA NA 787 695 329 NA NA
