Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1547460000.0 1.0 85 109 192 NA NA NA 195 584 335 NA NA NA 2668 616 1564 NA NA NA 2365 550 2398 NA NA NA
1547460000.0 10001.0 NA 167 354 0 73 NA NA 611 557 0 135 NA NA 648 1712 923 321 NA NA 505 1947 1076 378 NA
1547460000.0 10002.0 NA 171 368 0 72 NA NA 607 569 0 133 NA NA 661 1733 935 240 NA NA 405 1869 1049 368 NA
1547460000.0 10003.0 NA 167 375 0 77 NA NA 518 559 0 131 NA NA 694 1868 921 250 NA NA 503 2214 1062 368 NA
1547460000.0 10004.0 NA 164 324 0 71 NA NA 564 533 0 135 NA NA 606 1782 952 263 NA NA 486 3003 1054 555 NA
1547460000.0 10006.0 NA 164 346 0 83 NA NA 566 548 0 135 NA NA 678 1728 946 204 NA NA 750 2561 1172 331 NA
1547460000.0 10007.0 NA 164 354 0 77 NA NA 608 559 0 132 NA NA 681 1796 911 230 NA NA 585 3219 995 492 NA
1547460000.0 10009.0 NA 170 371 0 78 NA NA 564 560 0 128 NA NA 648 1893 985 249 NA NA 1211 2185 1138 432 NA
1547460000.0 1001.2 NA 371 134 0 NA NA NA 609 216 0 NA NA NA 20002 2209 164 NA NA NA 8825 2885 450 NA NA
1547460000.0 1002.0 NA 304 90 NA NA NA NA 450 137 NA NA NA NA 3183 399 NA NA NA NA 3560 283 NA NA NA
1547460000.0 10023.0 NA 176 307 0 76 NA NA 561 552 0 129 NA NA 632 1785 971 219 NA NA 763 3173 1171 331 NA
1547460000.0 10024.1 NA 172 198 0 NA NA NA 565 352 0 NA NA NA 858 874 352 NA NA NA 819 1195 444 NA NA
1547460000.0 10024.2 NA 179 341 0 NA NA NA 565 574 0 NA NA NA 732 2148 974 NA NA NA 822 2872 1110 NA NA
1547460000.0 10024.3 NA 190 188 0 NA NA NA 564 344 0 NA NA NA 815 996 423 NA NA NA 556 1186 748 NA NA
1547460000.0 10024.4 NA 171 368 0 NA NA NA 611 569 0 NA NA NA 770 2008 970 NA NA NA 728 2941 1134 NA NA
